"","session_id","referrer","ContactGroup","Imagineddv"
"5361",2482563,"tamuon","Control group",4.5
"5362",2482564,"tamuon","Control group",1.5
"5363",2482587,"tamuon","Contact group",5.75
"5364",2482588,"tamuon","Contact group",1.75
"5365",2482605,"tamuon","Control group",3
"5366",2482611,"tamuon","Contact group",3.5
"5367",2482621,"tamuon","Control group",3.75
"5368",2482623,"tamuon","Contact group",4.25
"5369",2482632,"tamuon","Contact group",3
"5370",2482634,"tamuon","Contact group",4.75
"5371",2482654,"tamuon","Contact group",3
"5372",2482707,"tamuon","Contact group",7
"5373",2482727,"tamuon","Control group",6.75
"5374",2482751,"tamuon","Contact group",1
"5375",2482753,"tamuon","Contact group",5.75
"5376",2482758,"tamuon","Contact group",4.5
"5377",2482762,"tamuon","Contact group",3.75
"5378",2482783,"tamuon","Control group",3.75
"5379",2482784,"tamuon","Contact group",3.25
"5380",2482866,"tamuon","Contact group",3.5
"5381",2482868,"tamuon","Control group",4.25
"5382",2482869,"tamuon","Control group",4
"5383",2482872,"tamuon","Control group",1.25
"5384",2482873,"tamuon","Control group",1
"5385",2482896,"tamuon","Control group",3.75
"5386",2482963,"tamuon","Contact group",1.5
"5387",2483014,"tamuon","Contact group",3.75
"5388",2483023,"tamuon","Control group",2.25
"5389",2483048,"tamuon","Control group",2
"5390",2483106,"tamuon","Control group",2.75
"5391",2483122,"tamuon","Control group",2.75
"5392",2483153,"tamuon","Contact group",5.25
"5393",2483216,"tamuon","Contact group",5
"5394",2483254,"tamuon","Control group",3.5
"5395",2483287,"tamuon","Control group",4
"5396",2483350,"tamuon","Control group",3
"5397",2483383,"tamuon","Control group",3
"5398",2483409,"tamuon","Control group",2.75
"5399",2483427,"tamuon","Control group",2.25
"5400",2483517,"tamuon","Contact group",3.5
"5401",2483521,"tamuon","Contact group",4.75
"5402",2483525,"tamuon","Contact group",5.25
"5403",2483530,"tamuon","Contact group",1.75
"5404",2483561,"tamuon","Control group",3.75
"5405",2483762,"tamuon","Control group",6.25
"5406",2483763,"tamuon","Contact group",7.25
"5407",2483822,"tamuon","Contact group",3.25
"5408",2483859,"tamuon","Contact group",5.25
"5409",2483890,"tamuon","Control group",1.75
"5410",2483893,"tamuon","Contact group",7.25
"5411",2483927,"tamuon","Contact group",4.75
"5412",2483931,"tamuon","Contact group",3.25
"5413",2483954,"tamuon","Control group",1.75
"5414",2484034,"tamuon","Contact group",1
"5415",2484041,"tamuon","Contact group",2.75
"5416",2484047,"tamuon","Control group",1
"5417",2484072,"tamuon","Control group",1
"5418",2484075,"tamuon","Control group",3.75
"5419",2484080,"tamuon","Contact group",1
"5420",2484087,"tamuon","Control group",5
"5421",2484092,"tamuon","Control group",1.75
"5422",2484167,"tamuon","Control group",5.75
"5423",2484302,"tamuon","Control group",1
"5424",2484815,"tamuon","Control group",6.5
"5425",2484836,"tamuon","Control group",3
"5426",2485094,"tamuon","Contact group",6
"5427",2485219,"tamuon","Contact group",6
"5428",2485261,"tamuon","Contact group",4.75
