"","session_id","referrer","ContactGroup","Imagineddv"
"1400",2467761,"luc","Contact group",5.25
"1401",2467845,"luc","Contact group",4.5
"1402",2467850,"luc","Contact group",6
"1403",2467851,"luc","Contact group",3.75
"1404",2467880,"luc","Control group",6.75
"1405",2468035,"luc","Contact group",5.75
"1406",2468400,"luc","Control group",5.75
"1407",2468404,"luc","Contact group",4.5
"1408",2468405,"luc","Control group",8.75
"1409",2468407,"luc","Contact group",6.5
"1410",2468495,"luc","Control group",3.75
"1411",2468500,"luc","Control group",4.25
"1412",2468578,"luc","Control group",1.5
"1413",2468580,"luc","Control group",5.5
"1414",2469734,"luc","Contact group",5.5
"1415",2469736,"luc","Control group",1
"1416",2470219,"luc","Control group",5
"1417",2470513,"luc","Control group",4.25
"1418",2470516,"luc","Contact group",5
"1419",2470529,"luc","Contact group",6.75
"1420",2470662,"luc","Contact group",5.75
"1421",2470667,"luc","Contact group",5.25
"1422",2470690,"luc","Control group",5.25
"1423",2470838,"luc","Contact group",4.25
"1424",2470917,"luc","Contact group",4.75
"1425",2471871,"luc","Control group",4.75
"1426",2472160,"luc","Contact group",2.5
"1427",2472634,"luc","Contact group",2.25
"1428",2472639,"luc","Control group",3.25
"1429",2472648,"luc","Control group",5.75
"1430",2472651,"luc","Contact group",6
"1431",2472658,"luc","Control group",7.75
"1432",2472667,"luc","Contact group",4
"1433",2472724,"luc","Contact group",6
"1434",2472803,"luc","Control group",6.5
"1435",2472847,"luc","Control group",5.5
"1436",2472871,"luc","Control group",8.75
"1437",2473592,"luc","Control group",2.25
"1438",2473867,"luc","Control group",5.25
"1439",2473958,"luc","Control group",3
"1440",2473963,"luc","Contact group",2
"1441",2474074,"luc","Contact group",5.25
"1442",2474078,"luc","Contact group",7.5
"1443",2474085,"luc","Control group",4.5
"1444",2474087,"luc","Contact group",7
"1445",2474142,"luc","Contact group",7
"1446",2474145,"luc","Control group",6.25
"1447",2482189,"luc","Contact group",6.75
"1448",2482407,"luc","Contact group",5
"1449",2482414,"luc","Contact group",6
"1450",2482597,"luc","Control group",5.5
"1451",2482607,"luc","Contact group",7.25
"1452",2482937,"luc","Control group",3.25
"1453",2482938,"luc","Control group",5.5
"1454",2482939,"luc","Contact group",7.75
"1455",2482940,"luc","Control group",6.5
"1456",2482943,"luc","Control group",5.25
"1457",2482948,"luc","Control group",5.5
"1458",2483015,"luc","Contact group",8.5
"1459",2483016,"luc","Contact group",5
"1460",2483025,"luc","Control group",6
"1461",2485100,"luc","Control group",3.75
"1462",2485116,"luc","Contact group",4.75
"1463",2485124,"luc","Contact group",6.5
"1464",2485126,"luc","Contact group",5.5
"1465",2485131,"luc","Control group",6.5
"1466",2485209,"luc","Control group",5
"1467",2485211,"luc","Control group",4.25
"1468",2485214,"luc","Control group",6.25
"1469",2485217,"luc","Contact group",6.5
"1470",2485220,"luc","Contact group",8.5
"1471",2485330,"luc","Contact group",2.5
"1472",2485341,"luc","Contact group",1.25
"1473",2485430,"luc","Control group",1.5
"1474",2486251,"luc","Control group",5
"1475",2486475,"luc","Control group",3
"1476",2486827,"luc","Control group",4.75
"1477",2487052,"luc","Control group",5.25
"1478",2487127,"luc","Control group",9
"1479",2490201,"luc","Contact group",5.25
"1480",2490205,"luc","Control group",6
"1481",2490444,"luc","Control group",6
"1482",2490448,"luc","Control group",7.75
"1483",2490694,"luc","Contact group",7.25
"1484",2490695,"luc","Control group",2.25
"1485",2490700,"luc","Contact group",1
"1486",2491069,"luc","Control group",8.5
"1487",2492314,"luc","Contact group",6
"1488",2492445,"luc","Contact group",5.25
"1489",2492459,"luc","Control group",3.75
"1490",2492856,"luc","Control group",4.75
"1491",2492865,"luc","Contact group",5.75
"1492",2492867,"luc","Control group",5
"1493",2492869,"luc","Contact group",7
