study.labels,loc,dens,offset_dens
"Direction & Similarity (Tversky & Gati, 1978)",-0.0200928639809069,0.43027600597547,7.43027600597547
"Direction & Similarity (Tversky & Gati, 1978)",-0.0192113354236554,0.432730283796057,7.43273028379606
"Direction & Similarity (Tversky & Gati, 1978)",-0.0183298068664039,0.435037655869037,7.43503765586904
"Direction & Similarity (Tversky & Gati, 1978)",-0.0174482783091524,0.43719802861233,7.43719802861233
"Direction & Similarity (Tversky & Gati, 1978)",-0.016566749751901,0.439153709030758,7.43915370903076
"Direction & Similarity (Tversky & Gati, 1978)",-0.0156852211946495,0.440930820025453,7.44093082002545
"Direction & Similarity (Tversky & Gati, 1978)",-0.014803692637398,0.44256264748091,7.44256264748091
"Direction & Similarity (Tversky & Gati, 1978)",-0.0139221640801465,0.444048749652739,7.44404874965274
"Direction & Similarity (Tversky & Gati, 1978)",-0.013040635522895,0.445305916529314,7.44530591652931
"Direction & Similarity (Tversky & Gati, 1978)",-0.0121591069656435,0.4464236069121,7.4464236069121
"Direction & Similarity (Tversky & Gati, 1978)",-0.0112775784083921,0.447403252229852,7.44740325222985
"Direction & Similarity (Tversky & Gati, 1978)",-0.0103960498511406,0.448215174824954,7.44821517482495
"Direction & Similarity (Tversky & Gati, 1978)",-0.00951452129388908,0.448846091920825,7.44884609192082
"Direction & Similarity (Tversky & Gati, 1978)",-0.00863299273663759,0.449349610318414,7.44934961031841
"Direction & Similarity (Tversky & Gati, 1978)",-0.0077514641793861,0.449727790705836,7.44972779070584
"Direction & Similarity (Tversky & Gati, 1978)",-0.00686993562213464,0.449929561074259,7.44992956107426
"Direction & Similarity (Tversky & Gati, 1978)",-0.00598840706488316,0.45,7.45
"Direction & Similarity (Tversky & Gati, 1978)",-0.00510687850763167,0.449959856505089,7.44995985650509
"Direction & Similarity (Tversky & Gati, 1978)",-0.00422534995038018,0.449803824270184,7.44980382427018
"Direction & Similarity (Tversky & Gati, 1978)",-0.00334382139312869,0.44949375610254,7.44949375610254
"Direction & Similarity (Tversky & Gati, 1978)",-0.00246229283587723,0.449090240081057,7.44909024008106
"Direction & Similarity (Tversky & Gati, 1978)",-0.00158076427862575,0.448596203293625,7.44859620329363
"Direction & Similarity (Tversky & Gati, 1978)",-0.000699235721374258,0.4479907504896,7.4479907504896
"Direction & Similarity (Tversky & Gati, 1978)",0.000182292835877229,0.447283951902737,7.44728395190274
"Direction & Similarity (Tversky & Gati, 1978)",0.00106382139312872,0.446504931870071,7.44650493187007
"Direction & Similarity (Tversky & Gati, 1978)",0.00194534995038018,0.445656634611659,7.44565663461166
"Direction & Similarity (Tversky & Gati, 1978)",0.00282687850763166,0.444712572217424,7.44471257221742
"Direction & Similarity (Tversky & Gati, 1978)",0.00370840706488315,0.443709056322257,7.44370905632226
"Direction & Similarity (Tversky & Gati, 1978)",0.00458993562213464,0.442653598093992,7.44265359809399
"Direction & Similarity (Tversky & Gati, 1978)",0.00547146417938613,0.441542625898449,7.44154262589845
"Direction & Similarity (Tversky & Gati, 1978)",0.00635299273663759,0.440370277602157,7.44037027760216
"Direction & Similarity (Tversky & Gati, 1978)",0.00723452129388907,0.439160914858345,7.43916091485835
"Direction & Similarity (Tversky & Gati, 1978)",0.00811604985114056,0.437916601823603,7.4379166018236
"Direction & Similarity (Tversky & Gati, 1978)",0.00899757840839205,0.436629467564291,7.43662946756429
"Direction & Similarity (Tversky & Gati, 1978)",0.00987910696564354,0.435309307476541,7.43530930747654
"Direction & Similarity (Tversky & Gati, 1978)",0.010760635522895,0.433964611049607,7.43396461104961
"Direction & Similarity (Tversky & Gati, 1978)",0.0116421640801465,0.432596731520352,7.43259673152035
"Direction & Similarity (Tversky & Gati, 1978)",0.012523692637398,0.431195854663609,7.43119585466361
"Direction & Similarity (Tversky & Gati, 1978)",0.0134052211946495,0.429776105507845,7.42977610550785
"Direction & Similarity (Tversky & Gati, 1978)",0.0142867497519009,0.428337974646359,7.42833797464636
"Direction & Similarity (Tversky & Gati, 1978)",0.0151682783091524,0.426878065484766,7.42687806548477
"Direction & Similarity (Tversky & Gati, 1978)",0.0160498068664039,0.425393374687491,7.42539337468749
"Direction & Similarity (Tversky & Gati, 1978)",0.0169313354236554,0.42389026736226,7.42389026736226
"Direction & Similarity (Tversky & Gati, 1978)",0.0178128639809069,0.42236830433482,7.42236830433482
"Direction & Similarity (Tversky & Gati, 1978)",0.0186943925381584,0.420817070302848,7.42081707030285
"Direction & Similarity (Tversky & Gati, 1978)",0.0195759210954098,0.419239636117241,7.41923963611724
"Direction & Similarity (Tversky & Gati, 1978)",0.0204574496526613,0.417638070005648,7.41763807000565
"Direction & Similarity (Tversky & Gati, 1978)",0.0213389782099128,0.416009401930597,7.4160094019306
"Direction & Similarity (Tversky & Gati, 1978)",0.0222205067671643,0.414335823884899,7.4143358238849
"Direction & Similarity (Tversky & Gati, 1978)",0.0231020353244158,0.412629570399599,7.4126295703996
"Direction & Similarity (Tversky & Gati, 1978)",0.0239835638816672,0.410889009201632,7.41088900920163
"Direction & Similarity (Tversky & Gati, 1978)",0.0248650924389187,0.40910033058928,7.40910033058928
"Direction & Similarity (Tversky & Gati, 1978)",0.0257466209961702,0.407256525685341,7.40725652568534
"Direction & Similarity (Tversky & Gati, 1978)",0.0266281495534217,0.405367753883858,7.40536775388386
"Direction & Similarity (Tversky & Gati, 1978)",0.0275096781106732,0.403432245497423,7.40343224549742
"Direction & Similarity (Tversky & Gati, 1978)",0.0283912066679247,0.401419324161749,7.40141932416175
"Direction & Similarity (Tversky & Gati, 1978)",0.0292727352251762,0.399345963277608,7.39934596327761
"Direction & Similarity (Tversky & Gati, 1978)",0.0301542637824276,0.397215299854273,7.39721529985427
"Direction & Similarity (Tversky & Gati, 1978)",0.0310357923396791,0.395017083771833,7.39501708377183
"Direction & Similarity (Tversky & Gati, 1978)",0.0319173208969306,0.392725280538174,7.39272528053817
"Direction & Similarity (Tversky & Gati, 1978)",0.032798849454182,0.390367263120709,7.39036726312071
"Direction & Similarity (Tversky & Gati, 1978)",0.0336803780114335,0.387941859715153,7.38794185971515
"Direction & Similarity (Tversky & Gati, 1978)",0.034561906568685,0.385421598313302,7.3854215983133
"Direction & Similarity (Tversky & Gati, 1978)",0.0354434351259365,0.382811590015179,7.38281159001518
"Direction & Similarity (Tversky & Gati, 1978)",0.036324963683188,0.380128737047485,7.38012873704749
"Direction & Similarity (Tversky & Gati, 1978)",0.0372064922404395,0.377372419495211,7.37737241949521
"Direction & Similarity (Tversky & Gati, 1978)",0.038088020797691,0.374497544760356,7.37449754476036
"Direction & Similarity (Tversky & Gati, 1978)",0.0389695493549425,0.371546331233658,7.37154633123366
"Direction & Similarity (Tversky & Gati, 1978)",0.0398510779121939,0.368520523021345,7.36852052302135
"Direction & Similarity (Tversky & Gati, 1978)",0.0407326064694454,0.365404921124535,7.36540492112454
"Direction & Similarity (Tversky & Gati, 1978)",0.0416141350266969,0.362186079028351,7.36218607902835
"Direction & Similarity (Tversky & Gati, 1978)",0.0424956635839484,0.35889516038789,7.35889516038789
"Direction & Similarity (Tversky & Gati, 1978)",0.0433771921411998,0.355532898220802,7.3555328982208
"Direction & Similarity (Tversky & Gati, 1978)",0.0442587206984513,0.352070811053467,7.35207081105347
"Direction & Similarity (Tversky & Gati, 1978)",0.0451402492557028,0.348530008023049,7.34853000802305
"Direction & Similarity (Tversky & Gati, 1978)",0.0460217778129543,0.344924216921912,7.34492421692191
"Direction & Similarity (Tversky & Gati, 1978)",0.0469033063702058,0.341251647770816,7.34125164777082
"Direction & Similarity (Tversky & Gati, 1978)",0.0477848349274573,0.337485219876941,7.33748521987694
"Direction & Similarity (Tversky & Gati, 1978)",0.0486663634847088,0.333662507885217,7.33366250788522
"Direction & Similarity (Tversky & Gati, 1978)",0.0495478920419603,0.329785106139985,7.32978510613999
"Direction & Similarity (Tversky & Gati, 1978)",0.0504294205992117,0.325841315250924,7.32584131525093
"Direction & Similarity (Tversky & Gati, 1978)",0.0513109491564632,0.321833980023462,7.32183398002346
"Direction & Similarity (Tversky & Gati, 1978)",0.0521924777137147,0.317782286926182,7.31778228692618
"Direction & Similarity (Tversky & Gati, 1978)",0.0530740062709661,0.313687961930803,7.3136879619308
"Direction & Similarity (Tversky & Gati, 1978)",0.0539555348282176,0.309535454824946,7.30953545482495
"Direction & Similarity (Tversky & Gati, 1978)",0.0548370633854691,0.305345205280929,7.30534520528093
"Direction & Similarity (Tversky & Gati, 1978)",0.0557185919427206,0.301123063475275,7.30112306347528
"Direction & Similarity (Tversky & Gati, 1978)",0.0566001204999721,0.296867693646939,7.29686769364694
"Direction & Similarity (Tversky & Gati, 1978)",0.0574816490572236,0.292574634271269,7.29257463427127
"Direction & Similarity (Tversky & Gati, 1978)",0.0583631776144751,0.28826008036518,7.28826008036518
"Direction & Similarity (Tversky & Gati, 1978)",0.0592447061717266,0.283925647127641,7.28392564712764
"Direction & Similarity (Tversky & Gati, 1978)",0.060126234728978,0.279568496489635,7.27956849648964
"Direction & Similarity (Tversky & Gati, 1978)",0.0610077632862295,0.275195155530863,7.27519515553086
"Direction & Similarity (Tversky & Gati, 1978)",0.061889291843481,0.270811540372167,7.27081154037217
"Direction & Similarity (Tversky & Gati, 1978)",0.0627708204007325,0.266419149979304,7.2664191499793
"Direction & Similarity (Tversky & Gati, 1978)",0.0636523489579839,0.26201867032071,7.26201867032071
"Direction & Similarity (Tversky & Gati, 1978)",0.0645338775152354,0.257616711877556,7.25761671187756
"Direction & Similarity (Tversky & Gati, 1978)",0.0654154060724869,0.253214856391532,7.25321485639153
"Direction & Similarity (Tversky & Gati, 1978)",0.0662969346297384,0.248815631672775,7.24881563167278
"Direction & Similarity (Tversky & Gati, 1978)",0.0671784631869899,0.244424659557971,7.24442465955797
"Direction & Similarity (Tversky & Gati, 1978)",0.0680599917442414,0.24004240039881,7.24004240039881
"Direction & Similarity (Tversky & Gati, 1978)",0.0689415203014929,0.235670250031284,7.23567025003128
"Direction & Similarity (Tversky & Gati, 1978)",0.0698230488587443,0.231316641698145,7.23131664169815
"Direction & Similarity (Tversky & Gati, 1978)",0.0707045774159958,0.226983007991175,7.22698300799118
"Direction & Similarity (Tversky & Gati, 1978)",0.0715861059732473,0.222668317447641,7.22266831744764
"Direction & Similarity (Tversky & Gati, 1978)",0.0724676345304988,0.218374906234093,7.21837490623409
"Direction & Similarity (Tversky & Gati, 1978)",0.0733491630877503,0.214120105123686,7.21412010512369
"Direction & Similarity (Tversky & Gati, 1978)",0.0742306916450017,0.2098936712303,7.2098936712303
"Direction & Similarity (Tversky & Gati, 1978)",0.0751122202022532,0.205697218227654,7.20569721822765
"Direction & Similarity (Tversky & Gati, 1978)",0.0759937487595047,0.20154212213101,7.20154212213101
"Direction & Similarity (Tversky & Gati, 1978)",0.0768752773167562,0.197437042535643,7.19743704253564
"Direction & Similarity (Tversky & Gati, 1978)",0.0777568058740077,0.193372308833487,7.19337230883349
"Direction & Similarity (Tversky & Gati, 1978)",0.0786383344312592,0.189349662431999,7.189349662432
"Direction & Similarity (Tversky & Gati, 1978)",0.0795198629885106,0.185395877549029,7.18539587754903
"Direction & Similarity (Tversky & Gati, 1978)",0.0804013915457621,0.181499063408611,7.18149906340861
"Direction & Similarity (Tversky & Gati, 1978)",0.0812829201030136,0.177655453498514,7.17765545349851
"Direction & Similarity (Tversky & Gati, 1978)",0.0821644486602651,0.173873334882472,7.17387333488247
"Direction & Similarity (Tversky & Gati, 1978)",0.0830459772175166,0.170182038488799,7.1701820384888
"Direction & Similarity (Tversky & Gati, 1978)",0.083927505774768,0.166555178559452,7.16655517855945
"Direction & Similarity (Tversky & Gati, 1978)",0.0848090343320195,0.1629945239798,7.1629945239798
"Direction & Similarity (Tversky & Gati, 1978)",0.085690562889271,0.159526695521058,7.15952669552106
"Direction & Similarity (Tversky & Gati, 1978)",0.0865720914465225,0.156153287915551,7.15615328791555
"Direction & Similarity (Tversky & Gati, 1978)",0.087453620003774,0.152856460128526,7.15285646012853
"Direction & Similarity (Tversky & Gati, 1978)",0.0883351485610255,0.149637778175859,7.14963777817586
"Direction & Similarity (Tversky & Gati, 1978)",0.0892166771182769,0.14654694815336,7.14654694815336
"Direction & Similarity (Tversky & Gati, 1978)",0.0900982056755284,0.143545449713383,7.14354544971338
"Direction & Similarity (Tversky & Gati, 1978)",0.0909797342327799,0.140630291572765,7.14063029157277
"Direction & Similarity (Tversky & Gati, 1978)",0.0918612627900314,0.137818816343077,7.13781881634308
"Direction & Similarity (Tversky & Gati, 1978)",0.0927427913472829,0.135136971755166,7.13513697175517
"Direction & Similarity (Tversky & Gati, 1978)",0.0936243199045343,0.132546838113683,7.13254683811368
"Direction & Similarity (Tversky & Gati, 1978)",0.0945058484617858,0.130048942424997,7.130048942425
"Direction & Similarity (Tversky & Gati, 1978)",0.0953873770190373,0.12768203121497,7.12768203121497
"Direction & Similarity (Tversky & Gati, 1978)",0.0962689055762888,0.125427894310873,7.12542789431087
"Direction & Similarity (Tversky & Gati, 1978)",0.0971504341335403,0.123266959698115,7.12326695969812
"Direction & Similarity (Tversky & Gati, 1978)",0.0980319626907918,0.121201074711158,7.12120107471116
"Direction & Similarity (Tversky & Gati, 1978)",0.0989134912480432,0.119281563034933,7.11928156303493
"Direction & Similarity (Tversky & Gati, 1978)",0.0997950198052947,0.117452081101995,7.117452081102
"Direction & Similarity (Tversky & Gati, 1978)",0.100676548362546,0.115711614939865,7.11571161493986
"Direction & Similarity (Tversky & Gati, 1978)",0.101558076919798,0.114080305796822,7.11408030579682
"Direction & Similarity (Tversky & Gati, 1978)",0.102439605477049,0.112563459638142,7.11256345963814
"Direction & Similarity (Tversky & Gati, 1978)",0.103321134034301,0.111127434137497,7.1111274341375
"Direction & Similarity (Tversky & Gati, 1978)",0.104202662591552,0.109770552803773,7.10977055280377
"Direction & Similarity (Tversky & Gati, 1978)",0.105084191148804,0.108524601179896,7.1085246011799
"Direction & Similarity (Tversky & Gati, 1978)",0.105965719706055,0.107357742520545,7.10735774252055
"Direction & Similarity (Tversky & Gati, 1978)",0.106847248263307,0.106257459880511,7.10625745988051
"Direction & Similarity (Tversky & Gati, 1978)",0.107728776820558,0.105226859468978,7.10522685946898
"Direction & Similarity (Tversky & Gati, 1978)",0.10861030537781,0.104283605817657,7.10428360581766
"Direction & Similarity (Tversky & Gati, 1978)",0.109491833935061,0.103391697991904,7.1033916979919
"Direction & Similarity (Tversky & Gati, 1978)",0.110373362492313,0.10254847947298,7.10254847947298
"Direction & Similarity (Tversky & Gati, 1978)",0.111254891049564,0.101763111219162,7.10176311121916
"Direction & Similarity (Tversky & Gati, 1978)",0.112136419606815,0.101025145439159,7.10102514543916
"Direction & Similarity (Tversky & Gati, 1978)",0.113017948164067,0.100318991152452,7.10031899115245
"Direction & Similarity (Tversky & Gati, 1978)",0.113899476721318,0.0996418901843513,7.09964189018435
"Direction & Similarity (Tversky & Gati, 1978)",0.11478100527857,0.0989995121140229,7.09899951211402
"Direction & Similarity (Tversky & Gati, 1978)",0.115662533835821,0.0983735654809447,7.09837356548094
"Direction & Similarity (Tversky & Gati, 1978)",0.116544062393073,0.0977600401434482,7.09776004014345
"Direction & Similarity (Tversky & Gati, 1978)",0.117425590950324,0.0971566787084708,7.09715667870847
"Direction & Similarity (Tversky & Gati, 1978)",0.118307119507576,0.0965567295886487,7.09655672958865
"Direction & Similarity (Tversky & Gati, 1978)",0.119188648064827,0.0959541570621904,7.09595415706219
"Direction & Similarity (Tversky & Gati, 1978)",0.120070176622079,0.0953467723404253,7.09534677234043
"Direction & Similarity (Tversky & Gati, 1978)",0.12095170517933,0.0947267556628226,7.09472675566282
"Direction & Similarity (Tversky & Gati, 1978)",0.121833233736582,0.0940896630497779,7.09408966304978
"Direction & Similarity (Tversky & Gati, 1978)",0.122714762293833,0.0934359702404931,7.09343597024049
"Direction & Similarity (Tversky & Gati, 1978)",0.123596290851085,0.0927638487153954,7.0927638487154
"Direction & Similarity (Tversky & Gati, 1978)",0.124477819408336,0.0920564162683183,7.09205641626832
"Direction & Similarity (Tversky & Gati, 1978)",0.125359347965588,0.0913240126641422,7.09132401266414
"Direction & Similarity (Tversky & Gati, 1978)",0.126240876522839,0.0905657252337063,7.09056572523371
"Direction & Similarity (Tversky & Gati, 1978)",0.127122405080091,0.0897736409479666,7.08977364094797
"Direction & Similarity (Tversky & Gati, 1978)",0.128003933637342,0.0889415291030355,7.08894152910304
"Direction & Similarity (Tversky & Gati, 1978)",0.128885462194594,0.0880795783359758,7.08807957833598
"Direction & Similarity (Tversky & Gati, 1978)",0.129766990751845,0.0871874769238418,7.08718747692384
"Direction & Similarity (Tversky & Gati, 1978)",0.130648519309097,0.0862506842162424,7.08625068421624
"Direction & Similarity (Tversky & Gati, 1978)",0.131530047866348,0.0852789667893848,7.08527896678939
"Direction & Similarity (Tversky & Gati, 1978)",0.1324115764236,0.084277235924663,7.08427723592466
"Direction & Similarity (Tversky & Gati, 1978)",0.133293104980851,0.0832434654055235,7.08324346540552
"Direction & Similarity (Tversky & Gati, 1978)",0.134174633538103,0.0821658424124806,7.08216584241248
"Direction & Similarity (Tversky & Gati, 1978)",0.135056162095354,0.0810610921995214,7.08106109219952
"Direction & Similarity (Tversky & Gati, 1978)",0.135937690652605,0.0799299192841631,7.07992991928416
"Direction & Similarity (Tversky & Gati, 1978)",0.136819219209857,0.0787659222587541,7.07876592225875
"Direction & Similarity (Tversky & Gati, 1978)",0.137700747767108,0.0775719483429135,7.07757194834291
"Direction & Similarity (Tversky & Gati, 1978)",0.13858227632436,0.0763566869046386,7.07635668690464
"Direction & Similarity (Tversky & Gati, 1978)",0.139463804881611,0.075121066810033,7.07512106681003
"Direction & Similarity (Tversky & Gati, 1978)",0.140345333438863,0.0738577451942337,7.07385774519423
"Direction & Similarity (Tversky & Gati, 1978)",0.141226861996114,0.0725777729791704,7.07257777297917
"Direction & Similarity (Tversky & Gati, 1978)",0.142108390553366,0.0712835735813117,7.07128357358131
"Direction & Similarity (Tversky & Gati, 1978)",0.142989919110617,0.0699746211162669,7.06997462111627
"Direction & Similarity (Tversky & Gati, 1978)",0.143871447667869,0.0686506600156276,7.06865066001563
"Direction & Similarity (Tversky & Gati, 1978)",0.14475297622512,0.0673185654001544,7.06731856540015
"Direction & Similarity (Tversky & Gati, 1978)",0.145634504782372,0.0659792690630011,7.065979269063
"Direction & Similarity (Tversky & Gati, 1978)",0.146516033339623,0.0646325386530126,7.06463253865301
"Direction & Similarity (Tversky & Gati, 1978)",0.147397561896875,0.063281878569224,7.06328187856922
"Direction & Similarity (Tversky & Gati, 1978)",0.148279090454126,0.0619293001334561,7.06192930013346
"Direction & Similarity (Tversky & Gati, 1978)",0.149160619011378,0.0605755856087377,7.06057558560874
"Direction & Similarity (Tversky & Gati, 1978)",0.150042147568629,0.0592229758849203,7.05922297588492
"Direction & Similarity (Tversky & Gati, 1978)",0.150923676125881,0.0578727027774852,7.05787270277749
"Direction & Similarity (Tversky & Gati, 1978)",0.151805204683132,0.0565253114642364,7.05652531146424
"Direction & Similarity (Tversky & Gati, 1978)",0.152686733240384,0.0551825011447745,7.05518250114478
"Direction & Similarity (Tversky & Gati, 1978)",0.153568261797635,0.0538466294736528,7.05384662947365
"Direction & Similarity (Tversky & Gati, 1978)",0.154449790354887,0.052516555066857,7.05251655506686
"Direction & Similarity (Tversky & Gati, 1978)",0.155331318912138,0.0511926541977101,7.05119265419771
"Direction & Similarity (Tversky & Gati, 1978)",0.15621284746939,0.0498787714939627,7.04987877149396
"Direction & Similarity (Tversky & Gati, 1978)",0.157094376026641,0.048573782262938,7.04857378226294
"Direction & Similarity (Tversky & Gati, 1978)",0.157975904583893,0.0472767669134057,7.04727676691341
"Direction & Similarity (Tversky & Gati, 1978)",0.158857433141144,0.0459885307474455,7.04598853074745
"Direction & Similarity (Tversky & Gati, 1978)",0.159738961698396,0.0447138655889322,7.04471386558893
"Direction & Similarity (Tversky & Gati, 1978)",0.160620490255647,0.0434483649497001,7.0434483649497
"Direction & Similarity (Tversky & Gati, 1978)",0.161502018812899,0.042192181727977,7.04219218172798
"Direction & Similarity (Tversky & Gati, 1978)",0.16238354737015,0.0409483872782206,7.04094838727822
"Direction & Similarity (Tversky & Gati, 1978)",0.163265075927401,0.0397177335181893,7.03971773351819
"Direction & Similarity (Tversky & Gati, 1978)",0.164146604484653,0.0384972817888948,7.0384972817889
"Direction & Similarity (Tversky & Gati, 1978)",0.165028133041904,0.0372871734923971,7.0372871734924
"Direction & Similarity (Tversky & Gati, 1978)",0.165909661599156,0.0360933277526396,7.03609332775264
"Direction & Similarity (Tversky & Gati, 1978)",0.166791190156407,0.0349116098652508,7.03491160986525
"Direction & Similarity (Tversky & Gati, 1978)",0.167672718713659,0.03374120936405,7.03374120936405
"Direction & Similarity (Tversky & Gati, 1978)",0.16855424727091,0.0325839344867235,7.03258393448672
"Direction & Similarity (Tversky & Gati, 1978)",0.169435775828162,0.0314444933239504,7.03144449332395
"Direction & Similarity (Tversky & Gati, 1978)",0.170317304385413,0.0303176024313864,7.03031760243139
"Direction & Similarity (Tversky & Gati, 1978)",0.171198832942665,0.0292034933132311,7.02920349331323
"Direction & Similarity (Tversky & Gati, 1978)",0.172080361499916,0.0281074593703752,7.02810745937038
"Direction & Similarity (Tversky & Gati, 1978)",0.172961890057168,0.0270288218865594,7.02702882188656
"Direction & Similarity (Tversky & Gati, 1978)",0.173843418614419,0.025964560216344,7.02596456021634
"Direction & Similarity (Tversky & Gati, 1978)",0.174724947171671,0.0249149521483446,7.02491495214835
"Direction & Similarity (Tversky & Gati, 1978)",0.175606475728922,0.023889864206411,7.02388986420641
"Direction & Similarity (Tversky & Gati, 1978)",0.176488004286174,0.0228812894719507,7.02288128947195
"Direction & Similarity (Tversky & Gati, 1978)",0.177369532843425,0.0218892055025601,7.02188920550256
"Direction & Similarity (Tversky & Gati, 1978)",0.178251061400677,0.0209175960893171,7.02091759608932
"Direction & Similarity (Tversky & Gati, 1978)",0.179132589957928,0.0199709478809229,7.01997094788092
"Direction & Similarity (Tversky & Gati, 1978)",0.18001411851518,0.0190426456060488,7.01904264560605
"Direction & Similarity (Tversky & Gati, 1978)",0.180895647072431,0.0181329768625819,7.01813297686258
"Direction & Similarity (Tversky & Gati, 1978)",0.181777175629683,0.0172509210228142,7.01725092102281
"Direction & Similarity (Tversky & Gati, 1978)",0.182658704186934,0.0163923194204208,7.01639231942042
"Direction & Similarity (Tversky & Gati, 1978)",0.183540232744186,0.0155539647529642,7.01555396475296
"Direction & Similarity (Tversky & Gati, 1978)",0.184421761301437,0.0147371519541336,7.01473715195413
"Direction & Similarity (Tversky & Gati, 1978)",0.185303289858689,0.0139532476910321,7.01395324769103
"Direction & Similarity (Tversky & Gati, 1978)",0.18618481841594,0.0131907994068604,7.01319079940686
"Direction & Similarity (Tversky & Gati, 1978)",0.187066346973191,0.0124499423475578,7.01244994234756
"Direction & Similarity (Tversky & Gati, 1978)",0.187947875530443,0.0117369828276609,7.01173698282766
"Direction & Similarity (Tversky & Gati, 1978)",0.188829404087694,0.0110534655928657,7.01105346559287
"Direction & Similarity (Tversky & Gati, 1978)",0.189710932644946,0.0103920795486901,7.01039207954869
"Direction & Similarity (Tversky & Gati, 1978)",0.190592461202197,0.00975285803030122,7.0097528580303
"Direction & Similarity (Tversky & Gati, 1978)",0.191473989759449,0.00914705131167766,7.00914705131168
"Direction & Similarity (Tversky & Gati, 1978)",0.1923555183167,0.00856565910340835,7.00856565910341
"Direction & Similarity (Tversky & Gati, 1978)",0.193237046873952,0.00800621252653907,7.00800621252654
"Direction & Similarity (Tversky & Gati, 1978)",0.194118575431203,0.00747125360700746,7.00747125360701
"Direction & Similarity (Tversky & Gati, 1978)",0.195000103988455,0.00696838356218099,7.00696838356218
"Direction & Similarity (Tversky & Gati, 1978)",0.195881632545706,0.00648662795725705,7.00648662795726
"Direction & Similarity (Tversky & Gati, 1978)",0.196763161102958,0.00602579296388059,7.00602579296388
"Direction & Similarity (Tversky & Gati, 1978)",0.197644689660209,0.00559267620569518,7.0055926762057
"Direction & Similarity (Tversky & Gati, 1978)",0.198526218217461,0.00518472502487825,7.00518472502488
"Direction & Similarity (Tversky & Gati, 1978)",0.199407746774712,0.00479622927683241,7.00479622927683
"Direction & Similarity (Tversky & Gati, 1978)",0.200289275331964,0.00442691760162597,7.00442691760163
"Direction & Similarity (Tversky & Gati, 1978)",0.201170803889215,0.00408673004998168,7.00408673004998
"Direction & Similarity (Tversky & Gati, 1978)",0.202052332446467,0.00376479472330237,7.0037647947233
"Direction & Similarity (Tversky & Gati, 1978)",0.202933861003718,0.00346012195988137,7.00346012195988
"Direction & Similarity (Tversky & Gati, 1978)",0.20381538956097,0.00317544788173423,7.00317544788173
"Direction & Similarity (Tversky & Gati, 1978)",0.204696918118221,0.00291331939186288,7.00291331939186
"Direction & Similarity (Tversky & Gati, 1978)",0.205578446675473,0.00266631183309669,7.0026663118331
"Direction & Similarity (Tversky & Gati, 1978)",0.206459975232724,0.00243406777101429,7.00243406777102
"Direction & Similarity (Tversky & Gati, 1978)",0.207341503789976,0.002221741947489,7.00222174194749
"Direction & Similarity (Tversky & Gati, 1978)",0.208223032347227,0.00202501029156122,7.00202501029156
"Direction & Similarity (Tversky & Gati, 1978)",0.209104560904479,0.00184081754814985,7.00184081754815
"Direction & Similarity (Tversky & Gati, 1978)",0.20998608946173,0.00166920923114642,7.00166920923115
"Direction & Similarity (Tversky & Gati, 1978)",0.210867618018982,0.00151533310285409,7.00151533310285
"Direction & Similarity (Tversky & Gati, 1978)",0.211749146576233,0.00137183331713647,7.00137183331714
"Direction & Similarity (Tversky & Gati, 1978)",0.212630675133484,0.00123837643663584,7.00123837643664
"Direction & Similarity (Tversky & Gati, 1978)",0.213512203690736,0.00111691052984754,7.00111691052985
"Direction & Similarity (Tversky & Gati, 1978)",0.214393732247987,0.00100712626734937,7.00100712626735
"Direction & Similarity (Tversky & Gati, 1978)",0.215275260805239,0.000905415875199573,7.0009054158752
"Direction & Similarity (Tversky & Gati, 1978)",0.21615678936249,0.000811479797173683,7.00081147979717
"Direction & Similarity (Tversky & Gati, 1978)",0.217038317919742,0.000728169904474623,7.00072816990448
"Direction & Similarity (Tversky & Gati, 1978)",0.217919846476993,0.000652049627799026,7.0006520496278
"Direction & Similarity (Tversky & Gati, 1978)",0.218801375034245,0.000582007963073245,7.00058200796307
"Direction & Similarity (Tversky & Gati, 1978)",0.219682903591496,0.000518337985708294,7.00051833798571
"Direction & Similarity (Tversky & Gati, 1978)",0.220564432148748,0.000462415145399435,7.0004624151454
"Direction & Similarity (Tversky & Gati, 1978)",0.221445960705999,0.000411127940962922,7.00041112794096
"Direction & Similarity (Tversky & Gati, 1978)",0.222327489263251,0.000364270657665268,7.00036427065767
"Direction & Similarity (Tversky & Gati, 1978)",0.223209017820502,0.000322829689791966,7.00032282968979
"Direction & Similarity (Tversky & Gati, 1978)",0.224090546377754,0.000285962853553358,7.00028596285355
"Direction & Similarity (Tversky & Gati, 1978)",0.224090546377754,0,7
"Position & Power (Giessner & Schubert, 2007)",-0.412951920975884,0.000229274539659236,8.00022927453966
"Position & Power (Giessner & Schubert, 2007)",-0.412951920975884,0,8
"Position & Power (Giessner & Schubert, 2007)",-0.411412343985764,0.000260869393388432,8.00026086939339
"Position & Power (Giessner & Schubert, 2007)",-0.409872766995643,0.000295699941599444,8.0002956999416
"Position & Power (Giessner & Schubert, 2007)",-0.408333190005522,0.000335395925982287,8.00033539592598
"Position & Power (Giessner & Schubert, 2007)",-0.406793613015401,0.00037996601320001,8.0003799660132
"Position & Power (Giessner & Schubert, 2007)",-0.40525403602528,0.000428915454472933,8.00042891545447
