study.labels,loc,dens,offset_dens
"Actions are Choices (Savani et al., 2010)",-0.333092325364727,0.00429964382762724,0.00429964382762724
"Actions are Choices (Savani et al., 2010)",-0.332068974484003,0.00462476879019779,0.00462476879019779
"Actions are Choices (Savani et al., 2010)",-0.331045623603279,0.00498018290528656,0.00498018290528656
"Actions are Choices (Savani et al., 2010)",-0.330022272722555,0.00535340837102964,0.00535340837102964
"Actions are Choices (Savani et al., 2010)",-0.328998921841831,0.00574379610844743,0.00574379610844743
"Actions are Choices (Savani et al., 2010)",-0.327975570961107,0.00616764968784272,0.00616764968784272
"Actions are Choices (Savani et al., 2010)",-0.326952220080382,0.00661278230785837,0.00661278230785837
"Actions are Choices (Savani et al., 2010)",-0.325928869199658,0.00707741777202704,0.00707741777202704
"Actions are Choices (Savani et al., 2010)",-0.324905518318934,0.00757861982380894,0.00757861982380894
"Actions are Choices (Savani et al., 2010)",-0.32388216743821,0.00810492070547868,0.00810492070547868
"Actions are Choices (Savani et al., 2010)",-0.322858816557486,0.00865314776859251,0.00865314776859251
"Actions are Choices (Savani et al., 2010)",-0.321835465676762,0.00924088884554804,0.00924088884554804
"Actions are Choices (Savani et al., 2010)",-0.320812114796038,0.0098578687174497,0.0098578687174497
"Actions are Choices (Savani et al., 2010)",-0.319788763915314,0.0104992394373788,0.0104992394373788
"Actions are Choices (Savani et al., 2010)",-0.31876541303459,0.0111828406111971,0.0111828406111971
"Actions are Choices (Savani et al., 2010)",-0.317742062153866,0.0119000948108982,0.0119000948108982
"Actions are Choices (Savani et al., 2010)",-0.316718711273142,0.0126441998741859,0.0126441998741859
"Actions are Choices (Savani et al., 2010)",-0.315695360392418,0.0134329465888551,0.0134329465888551
"Actions are Choices (Savani et al., 2010)",-0.314672009511694,0.0142599758124952,0.0142599758124952
"Actions are Choices (Savani et al., 2010)",-0.313648658630969,0.0151162625754458,0.0151162625754458
"Actions are Choices (Savani et al., 2010)",-0.312625307750245,0.0160192297395279,0.0160192297395279
"Actions are Choices (Savani et al., 2010)",-0.311601956869521,0.0169652537353647,0.0169652537353647
"Actions are Choices (Savani et al., 2010)",-0.310578605988797,0.0179428392593161,0.0179428392593161
"Actions are Choices (Savani et al., 2010)",-0.309555255108073,0.0189687145908469,0.0189687145908469
"Actions are Choices (Savani et al., 2010)",-0.308531904227349,0.0200424864827551,0.0200424864827551
"Actions are Choices (Savani et al., 2010)",-0.307508553346625,0.0211499732643367,0.0211499732643367
"Actions are Choices (Savani et al., 2010)",-0.306485202465901,0.0223068858998413,0.0223068858998413
"Actions are Choices (Savani et al., 2010)",-0.305461851585177,0.023516514560385,0.023516514560385
"Actions are Choices (Savani et al., 2010)",-0.304438500704453,0.0247618161627976,0.0247618161627976
"Actions are Choices (Savani et al., 2010)",-0.303415149823729,0.0260571767951711,0.0260571767951711
"Actions are Choices (Savani et al., 2010)",-0.302391798943005,0.0274099635794615,0.0274099635794615
"Actions are Choices (Savani et al., 2010)",-0.301368448062281,0.028800146030335,0.028800146030335
"Actions are Choices (Savani et al., 2010)",-0.300345097181556,0.0302405033414991,0.0302405033414991
"Actions are Choices (Savani et al., 2010)",-0.299321746300832,0.0317427975700609,0.0317427975700609
"Actions are Choices (Savani et al., 2010)",-0.298298395420108,0.033283940263928,0.033283940263928
"Actions are Choices (Savani et al., 2010)",-0.297275044539384,0.0348748562568174,0.0348748562568174
"Actions are Choices (Savani et al., 2010)",-0.29625169365866,0.0365319312405826,0.0365319312405826
"Actions are Choices (Savani et al., 2010)",-0.295228342777936,0.0382290083453233,0.0382290083453233
"Actions are Choices (Savani et al., 2010)",-0.294204991897212,0.0399749525490756,0.0399749525490756
"Actions are Choices (Savani et al., 2010)",-0.293181641016488,0.0417909009421262,0.0417909009421262
"Actions are Choices (Savani et al., 2010)",-0.292158290135764,0.0436476812497695,0.0436476812497695
"Actions are Choices (Savani et al., 2010)",-0.29113493925504,0.0455519409619495,0.0455519409619495
"Actions are Choices (Savani et al., 2010)",-0.290111588374316,0.0475295851707188,0.0475295851707188
"Actions are Choices (Savani et al., 2010)",-0.289088237493592,0.0495485453405882,0.0495485453405882
"Actions are Choices (Savani et al., 2010)",-0.288064886612868,0.0516131464459645,0.0516131464459645
"Actions are Choices (Savani et al., 2010)",-0.287041535732144,0.0537539571518956,0.0537539571518956
"Actions are Choices (Savani et al., 2010)",-0.286018184851419,0.0559362008146563,0.0559362008146563
"Actions are Choices (Savani et al., 2010)",-0.284994833970695,0.0581618316855553,0.0581618316855553
"Actions are Choices (Savani et al., 2010)",-0.283971483089971,0.0604658457103548,0.0604658457103548
"Actions are Choices (Savani et al., 2010)",-0.282948132209247,0.0628110193893996,0.0628110193893996
"Actions are Choices (Savani et al., 2010)",-0.281924781328523,0.0651973410525426,0.0651973410525426
"Actions are Choices (Savani et al., 2010)",-0.280901430447799,0.0676626775044859,0.0676626775044859
"Actions are Choices (Savani et al., 2010)",-0.279878079567075,0.0701688741665148,0.0701688741665148
"Actions are Choices (Savani et al., 2010)",-0.278854728686351,0.0727155100553661,0.0727155100553661
"Actions are Choices (Savani et al., 2010)",-0.277831377805627,0.0753371748542851,0.0753371748542851
"Actions are Choices (Savani et al., 2010)",-0.276808026924903,0.0780008174048564,0.0780008174048564
"Actions are Choices (Savani et al., 2010)",-0.275784676044179,0.0807037368938469,0.0807037368938469
"Actions are Choices (Savani et al., 2010)",-0.274761325163455,0.0834769894615857,0.0834769894615857
"Actions are Choices (Savani et al., 2010)",-0.273737974282731,0.0862926897560485,0.0862926897560485
"Actions are Choices (Savani et al., 2010)",-0.272714623402007,0.0891460103620584,0.0891460103620584
"Actions are Choices (Savani et al., 2010)",-0.271691272521282,0.0920642634031964,0.0920642634031964
"Actions are Choices (Savani et al., 2010)",-0.270667921640558,0.0950246572280195,0.0950246572280195
"Actions are Choices (Savani et al., 2010)",-0.269644570759834,0.0980204738654565,0.0980204738654565
"Actions are Choices (Savani et al., 2010)",-0.26862121987911,0.101075124293659,0.101075124293659
"Actions are Choices (Savani et al., 2010)",-0.267597868998386,0.104170688923763,0.104170688923763
"Actions are Choices (Savani et al., 2010)",-0.266574518117662,0.107298888552221,0.107298888552221
"Actions are Choices (Savani et al., 2010)",-0.265551167236938,0.110479140191035,0.110479140191035
"Actions are Choices (Savani et al., 2010)",-0.264527816356214,0.113698007948235,0.113698007948235
"Actions are Choices (Savani et al., 2010)",-0.26350446547549,0.116946084919479,0.116946084919479
"Actions are Choices (Savani et al., 2010)",-0.262481114594766,0.120238779745052,0.120238779745052
"Actions are Choices (Savani et al., 2010)",-0.261457763714042,0.123566567684531,0.123566567684531
"Actions are Choices (Savani et al., 2010)",-0.260434412833318,0.126919461622007,0.126919461622007
"Actions are Choices (Savani et al., 2010)",-0.259411061952594,0.130308941868112,0.130308941868112
"Actions are Choices (Savani et al., 2010)",-0.258387711071869,0.133728623403355,0.133728623403355
"Actions are Choices (Savani et al., 2010)",-0.257364360191145,0.137168606697455,0.137168606697455
"Actions are Choices (Savani et al., 2010)",-0.256341009310421,0.140636634210756,0.140636634210756
"Actions are Choices (Savani et al., 2010)",-0.255317658429697,0.144128482239244,0.144128482239244
"Actions are Choices (Savani et al., 2010)",-0.254294307548973,0.147635127317642,0.147635127317642
"Actions are Choices (Savani et al., 2010)",-0.253270956668249,0.151160888373915,0.151160888373915
"Actions are Choices (Savani et al., 2010)",-0.252247605787525,0.15470252047643,0.15470252047643
"Actions are Choices (Savani et al., 2010)",-0.251224254906801,0.158252777150954,0.158252777150954
"Actions are Choices (Savani et al., 2010)",-0.250200904026077,0.161812999922792,0.161812999922792
"Actions are Choices (Savani et al., 2010)",-0.249177553145353,0.165379553889724,0.165379553889724
"Actions are Choices (Savani et al., 2010)",-0.248154202264629,0.168947963782029,0.168947963782029
"Actions are Choices (Savani et al., 2010)",-0.247130851383905,0.172517171443,0.172517171443
"Actions are Choices (Savani et al., 2010)",-0.246107500503181,0.176081633466487,0.176081633466487
"Actions are Choices (Savani et al., 2010)",-0.245084149622456,0.179640701614634,0.179640701614634
"Actions are Choices (Savani et al., 2010)",-0.244060798741732,0.183191616660313,0.183191616660313
"Actions are Choices (Savani et al., 2010)",-0.243037447861008,0.186725315152294,0.186725315152294
"Actions are Choices (Savani et al., 2010)",-0.242014096980284,0.190246048648867,0.190246048648867
"Actions are Choices (Savani et al., 2010)",-0.24099074609956,0.193750153766065,0.193750153766065
"Actions are Choices (Savani et al., 2010)",-0.239967395218836,0.197223419475278,0.197223419475278
"Actions are Choices (Savani et al., 2010)",-0.238944044338112,0.200676030058656,0.200676030058656
"Actions are Choices (Savani et al., 2010)",-0.237920693457388,0.204104278500758,0.204104278500758
"Actions are Choices (Savani et al., 2010)",-0.236897342576664,0.207487257365571,0.207487257365571
"Actions are Choices (Savani et al., 2010)",-0.23587399169594,0.21084201033988,0.21084201033988
"Actions are Choices (Savani et al., 2010)",-0.234850640815216,0.214165665306388,0.214165665306388
"Actions are Choices (Savani et al., 2010)",-0.233827289934492,0.217429255581655,0.217429255581655
"Actions are Choices (Savani et al., 2010)",-0.232803939053768,0.22065743263521,0.22065743263521
"Actions are Choices (Savani et al., 2010)",-0.231780588173044,0.223849001871401,0.223849001871401
"Actions are Choices (Savani et al., 2010)",-0.230757237292319,0.226965872997532,0.226965872997532
"Actions are Choices (Savani et al., 2010)",-0.229733886411595,0.230040802943118,0.230040802943118
"Actions are Choices (Savani et al., 2010)",-0.228710535530871,0.233073624568889,0.233073624568889
"Actions are Choices (Savani et al., 2010)",-0.227687184650147,0.236020662011547,0.236020662011547
"Actions are Choices (Savani et al., 2010)",-0.226663833769423,0.238918762699169,0.238918762699169
"Actions are Choices (Savani et al., 2010)",-0.225640482888699,0.241769202528376,0.241769202528376
"Actions are Choices (Savani et al., 2010)",-0.224617132007975,0.244527301740701,0.244527301740701
"Actions are Choices (Savani et al., 2010)",-0.223593781127251,0.247229069725494,0.247229069725494
"Actions are Choices (Savani et al., 2010)",-0.222570430246527,0.249878816169276,0.249878816169276
"Actions are Choices (Savani et al., 2010)",-0.221547079365803,0.252432415001199,0.252432415001199
"Actions are Choices (Savani et al., 2010)",-0.220523728485079,0.254923297965961,0.254923297965961
"Actions are Choices (Savani et al., 2010)",-0.219500377604355,0.257359197323364,0.257359197323364
"Actions are Choices (Savani et al., 2010)",-0.218477026723631,0.259697981735433,0.259697981735433
"Actions are Choices (Savani et al., 2010)",-0.217453675842906,0.261969072661151,0.261969072661151
"Actions are Choices (Savani et al., 2010)",-0.216430324962182,0.264183767437827,0.264183767437827
"Actions are Choices (Savani et al., 2010)",-0.215406974081458,0.266303178423402,0.266303178423402
"Actions are Choices (Savani et al., 2010)",-0.214383623200734,0.268351679993794,0.268351679993794
"Actions are Choices (Savani et al., 2010)",-0.21336027232001,0.270344005564677,0.270344005564677
"Actions are Choices (Savani et al., 2010)",-0.212336921439286,0.272245505333894,0.272245505333894
"Actions are Choices (Savani et al., 2010)",-0.211313570558562,0.274074927383297,0.274074927383297
"Actions are Choices (Savani et al., 2010)",-0.210290219677838,0.275850034358662,0.275850034358662
"Actions are Choices (Savani et al., 2010)",-0.209266868797114,0.27754110878647,0.27754110878647
"Actions are Choices (Savani et al., 2010)",-0.20824351791639,0.279161179548935,0.279161179548935
"Actions are Choices (Savani et al., 2010)",-0.207220167035666,0.280730367902832,0.280730367902832
"Actions are Choices (Savani et al., 2010)",-0.206196816154942,0.282224260018262,0.282224260018262
"Actions are Choices (Savani et al., 2010)",-0.205173465274218,0.283650551886696,0.283650551886696
"Actions are Choices (Savani et al., 2010)",-0.204150114393494,0.285030823107119,0.285030823107119
"Actions are Choices (Savani et al., 2010)",-0.203126763512769,0.286346010834869,0.286346010834869
"Actions are Choices (Savani et al., 2010)",-0.202103412632045,0.287599301425861,0.287599301425861
"Actions are Choices (Savani et al., 2010)",-0.201080061751321,0.28881265474629,0.28881265474629
"Actions are Choices (Savani et al., 2010)",-0.200056710870597,0.289972103505723,0.289972103505723
"Actions are Choices (Savani et al., 2010)",-0.199033359989873,0.291077511145862,0.291077511145862
"Actions are Choices (Savani et al., 2010)",-0.198010009109149,0.292150027443433,0.292150027443433
"Actions are Choices (Savani et al., 2010)",-0.196986658228425,0.293180262962289,0.293180262962289
"Actions are Choices (Savani et al., 2010)",-0.195963307347701,0.294166210542945,0.294166210542945
"Actions are Choices (Savani et al., 2010)",-0.194939956466977,0.295126981103404,0.295126981103404
"Actions are Choices (Savani et al., 2010)",-0.193916605586253,0.296057038587406,0.296057038587406
"Actions are Choices (Savani et al., 2010)",-0.192893254705529,0.296954109730843,0.296954109730843
"Actions are Choices (Savani et al., 2010)",-0.191869903824805,0.297834075574038,0.297834075574038
"Actions are Choices (Savani et al., 2010)",-0.190846552944081,0.298694387284506,0.298694387284506
"Actions are Choices (Savani et al., 2010)",-0.189823202063357,0.299534143106541,0.299534143106541
"Actions are Choices (Savani et al., 2010)",-0.188799851182632,0.300364913287263,0.300364913287263
"Actions are Choices (Savani et al., 2010)",-0.187776500301908,0.301186197230392,0.301186197230392
"Actions are Choices (Savani et al., 2010)",-0.186753149421184,0.30200002046973,0.30200002046973
"Actions are Choices (Savani et al., 2010)",-0.18572979854046,0.302812734691636,0.302812734691636
"Actions are Choices (Savani et al., 2010)",-0.184706447659736,0.303624942681288,0.303624942681288
"Actions are Choices (Savani et al., 2010)",-0.183683096779012,0.304442969014761,0.304442969014761
"Actions are Choices (Savani et al., 2010)",-0.182659745898288,0.305267261608018,0.305267261608018
"Actions are Choices (Savani et al., 2010)",-0.181636395017564,0.306098636114449,0.306098636114449
"Actions are Choices (Savani et al., 2010)",-0.18061304413684,0.306948821071621,0.306948821071621
"Actions are Choices (Savani et al., 2010)",-0.179589693256116,0.307811931003239,0.307811931003239
"Actions are Choices (Savani et al., 2010)",-0.178566342375392,0.308688208054728,0.308688208054728
"Actions are Choices (Savani et al., 2010)",-0.177542991494668,0.309595563491817,0.309595563491817
"Actions are Choices (Savani et al., 2010)",-0.176519640613944,0.310521620094816,0.310521620094816
"Actions are Choices (Savani et al., 2010)",-0.17549628973322,0.311466517795447,0.311466517795447
"Actions are Choices (Savani et al., 2010)",-0.174472938852495,0.312451419695126,0.312451419695126
"Actions are Choices (Savani et al., 2010)",-0.173449587971771,0.313460917898697,0.313460917898697
"Actions are Choices (Savani et al., 2010)",-0.172426237091047,0.314493993490194,0.314493993490194
"Actions are Choices (Savani et al., 2010)",-0.171402886210323,0.315573489489206,0.315573489489206
"Actions are Choices (Savani et al., 2010)",-0.170379535329599,0.316682953167073,0.316682953167073
"Actions are Choices (Savani et al., 2010)",-0.169356184448875,0.31781966575403,0.31781966575403
"Actions are Choices (Savani et al., 2010)",-0.168332833568151,0.319006929471021,0.319006929471021
"Actions are Choices (Savani et al., 2010)",-0.167309482687427,0.320228748544862,0.320228748544862
"Actions are Choices (Savani et al., 2010)",-0.166286131806703,0.321480403468975,0.321480403468975
"Actions are Choices (Savani et al., 2010)",-0.165262780925979,0.322784621965224,0.322784621965224
"Actions are Choices (Savani et al., 2010)",-0.164239430045255,0.324127039178137,0.324127039178137
"Actions are Choices (Savani et al., 2010)",-0.163216079164531,0.325500810392591,0.325500810392591
"Actions are Choices (Savani et al., 2010)",-0.162192728283807,0.326927255721529,0.326927255721529
"Actions are Choices (Savani et al., 2010)",-0.161169377403082,0.328394473135746,0.328394473135746
"Actions are Choices (Savani et al., 2010)",-0.160146026522358,0.329893536753983,0.329893536753983
"Actions are Choices (Savani et al., 2010)",-0.159122675641634,0.331443728250549,0.331443728250549
"Actions are Choices (Savani et al., 2010)",-0.15809932476091,0.333036101621334,0.333036101621334
"Actions are Choices (Savani et al., 2010)",-0.157075973880186,0.334659848870608,0.334659848870608
"Actions are Choices (Savani et al., 2010)",-0.156052622999462,0.33633177756115,0.33633177756115
"Actions are Choices (Savani et al., 2010)",-0.155029272118738,0.33804606842292,0.33804606842292
"Actions are Choices (Savani et al., 2010)",-0.154005921238014,0.339790368797735,0.339790368797735
"Actions are Choices (Savani et al., 2010)",-0.15298257035729,0.341578758730152,0.341578758730152
"Actions are Choices (Savani et al., 2010)",-0.151959219476566,0.343408418552006,0.343408418552006
"Actions are Choices (Savani et al., 2010)",-0.150935868595842,0.345265909108375,0.345265909108375
"Actions are Choices (Savani et al., 2010)",-0.149912517715118,0.347162495774592,0.347162495774592
"Actions are Choices (Savani et al., 2010)",-0.148889166834394,0.349097962909068,0.349097962909068
"Actions are Choices (Savani et al., 2010)",-0.147865815953669,0.351058346333706,0.351058346333706
"Actions are Choices (Savani et al., 2010)",-0.146842465072945,0.353052158733184,0.353052158733184
"Actions are Choices (Savani et al., 2010)",-0.145819114192221,0.355081156013927,0.355081156013927
"Actions are Choices (Savani et al., 2010)",-0.144795763311497,0.357131497264571,0.357131497264571
"Actions are Choices (Savani et al., 2010)",-0.143772412430773,0.359209136601622,0.359209136601622
"Actions are Choices (Savani et al., 2010)",-0.142749061550049,0.361316964323856,0.361316964323856
"Actions are Choices (Savani et al., 2010)",-0.141725710669325,0.363441982289831,0.363441982289831
"Actions are Choices (Savani et al., 2010)",-0.140702359788601,0.365587896002354,0.365587896002354
"Actions are Choices (Savani et al., 2010)",-0.139679008907877,0.367757720811861,0.367757720811861
"Actions are Choices (Savani et al., 2010)",-0.138655658027153,0.369940076824364,0.369940076824364
"Actions are Choices (Savani et al., 2010)",-0.137632307146429,0.372136831016467,0.372136831016467
"Actions are Choices (Savani et al., 2010)",-0.136608956265705,0.37434997537584,0.37434997537584
"Actions are Choices (Savani et al., 2010)",-0.135585605384981,0.37657056402748,0.37657056402748
"Actions are Choices (Savani et al., 2010)",-0.134562254504257,0.378799120094535,0.378799120094535
"Actions are Choices (Savani et al., 2010)",-0.133538903623532,0.381035359233074,0.381035359233074
"Actions are Choices (Savani et al., 2010)",-0.132515552742808,0.383273608674572,0.383273608674572
"Actions are Choices (Savani et al., 2010)",-0.131492201862084,0.385513610903049,0.385513610903049
"Actions are Choices (Savani et al., 2010)",-0.13046885098136,0.387751484524099,0.387751484524099
"Actions are Choices (Savani et al., 2010)",-0.129445500100636,0.389985673301116,0.389985673301116
"Actions are Choices (Savani et al., 2010)",-0.128422149219912,0.392215753663492,0.392215753663492
"Actions are Choices (Savani et al., 2010)",-0.127398798339188,0.394432898452353,0.394432898452353
"Actions are Choices (Savani et al., 2010)",-0.126375447458464,0.396640494350917,0.396640494350917
"Actions are Choices (Savani et al., 2010)",-0.12535209657774,0.398838378330675,0.398838378330675
"Actions are Choices (Savani et al., 2010)",-0.124328745697016,0.401012105503297,0.401012105503297
"Actions are Choices (Savani et al., 2010)",-0.123305394816292,0.403170129239375,0.403170129239375
"Actions are Choices (Savani et al., 2010)",-0.122282043935568,0.40531250689219,0.40531250689219
"Actions are Choices (Savani et al., 2010)",-0.121258693054844,0.407420662974938,0.407420662974938
"Actions are Choices (Savani et al., 2010)",-0.120235342174119,0.409506076377307,0.409506076377307
"Actions are Choices (Savani et al., 2010)",-0.119211991293395,0.411569950566669,0.411569950566669
"Actions are Choices (Savani et al., 2010)",-0.118188640412671,0.413590345578985,0.413590345578985
"Actions are Choices (Savani et al., 2010)",-0.117165289531947,0.415580460609974,0.415580460609974
"Actions are Choices (Savani et al., 2010)",-0.116141938651223,0.417543294634574,0.417543294634574
"Actions are Choices (Savani et al., 2010)",-0.115118587770499,0.419454365400671,0.419454365400671
"Actions are Choices (Savani et al., 2010)",-0.114095236889775,0.421327267263532,0.421327267263532
"Actions are Choices (Savani et al., 2010)",-0.113071886009051,0.423167410424313,0.423167410424313
"Actions are Choices (Savani et al., 2010)",-0.112048535128327,0.42494862485262,0.42494862485262
"Actions are Choices (Savani et al., 2010)",-0.111025184247603,0.426683599738581,0.426683599738581
"Actions are Choices (Savani et al., 2010)",-0.110001833366879,0.428380714630292,0.428380714630292
"Actions are Choices (Savani et al., 2010)",-0.108978482486155,0.430012972850751,0.430012972850751
"Actions are Choices (Savani et al., 2010)",-0.107955131605431,0.431590928646319,0.431590928646319
"Actions are Choices (Savani et al., 2010)",-0.106931780724707,0.433126407955452,0.433126407955452
"Actions are Choices (Savani et al., 2010)",-0.105908429843982,0.434592428363716,0.434592428363716
"Actions are Choices (Savani et al., 2010)",-0.104885078963258,0.435996294840785,0.435996294840785
"Actions are Choices (Savani et al., 2010)",-0.103861728082534,0.437353653743434,0.437353653743434
"Actions are Choices (Savani et al., 2010)",-0.10283837720181,0.438638330611294,0.438638330611294
"Actions are Choices (Savani et al., 2010)",-0.101815026321086,0.439853424194325,0.439853424194325
"Actions are Choices (Savani et al., 2010)",-0.100791675440362,0.441018653112525,0.441018653112525
"Actions are Choices (Savani et al., 2010)",-0.099768324559638,0.442109371333502,0.442109371333502
"Actions are Choices (Savani et al., 2010)",-0.0987449736789139,0.443123708440507,0.443123708440507
"Actions are Choices (Savani et al., 2010)",-0.0977216227981899,0.444085569912115,0.444085569912115
"Actions are Choices (Savani et al., 2010)",-0.0966982719174658,0.444972461668101,0.444972461668101
"Actions are Choices (Savani et al., 2010)",-0.0956749210367417,0.445777003895611,0.445777003895611
"Actions are Choices (Savani et al., 2010)",-0.0946515701560177,0.446527256709861,0.446527256709861
"Actions are Choices (Savani et al., 2010)",-0.0936282192752936,0.447203384468643,0.447203384468643
"Actions are Choices (Savani et al., 2010)",-0.0926048683945695,0.447792198686667,0.447792198686667
"Actions are Choices (Savani et al., 2010)",-0.0915815175138454,0.448325732419604,0.448325732419604
"Actions are Choices (Savani et al., 2010)",-0.0905581666331214,0.448787182905909,0.448787182905909
"Actions are Choices (Savani et al., 2010)",-0.0895348157523973,0.449157499911281,0.449157499911281
"Actions are Choices (Savani et al., 2010)",-0.0885114648716732,0.449472363853878,0.449472363853878
"Actions are Choices (Savani et al., 2010)",-0.0874881139909491,0.449718238764454,0.449718238764454
"Actions are Choices (Savani et al., 2010)",-0.0864647631102251,0.449870395854899,0.449870395854899
"Actions are Choices (Savani et al., 2010)",-0.085441412229501,0.449967708419041,0.449967708419041
"Actions are Choices (Savani et al., 2010)",-0.0844180613487769,0.45,0.45
"Actions are Choices (Savani et al., 2010)",-0.0833947104680529,0.449937256039087,0.449937256039087
"Actions are Choices (Savani et al., 2010)",-0.0823713595873288,0.449820984405188,0.449820984405188
"Actions are Choices (Savani et al., 2010)",-0.0813480087066047,0.449644327872828,0.449644327872828
"Actions are Choices (Savani et al., 2010)",-0.0803246578258806,0.449372544413071,0.449372544413071
"Actions are Choices (Savani et al., 2010)",-0.0793013069451565,0.449049149706834,0.449049149706834
"Actions are Choices (Savani et al., 2010)",-0.0782779560644325,0.448670450057998,0.448670450057998
"Actions are Choices (Savani et al., 2010)",-0.0772546051837084,0.448197639010975,0.448197639010975
"Actions are Choices (Savani et al., 2010)",-0.0762312543029843,0.447675589739402,0.447675589739402
"Actions are Choices (Savani et al., 2010)",-0.0752079034222603,0.447103527765094,0.447103527765094
"Actions are Choices (Savani et al., 2010)",-0.0741845525415362,0.446439274845523,0.446439274845523
"Actions are Choices (Savani et al., 2010)",-0.0731612016608121,0.445728440494941,0.445728440494941
"Actions are Choices (Savani et al., 2010)",-0.0721378507800881,0.44497110022972,0.44497110022972
"Actions are Choices (Savani et al., 2010)",-0.071114499899364,0.444127654852106,0.444127654852106
"Actions are Choices (Savani et al., 2010)",-0.0700911490186399,0.443238601955236,0.443238601955236
"Actions are Choices (Savani et al., 2010)",-0.0690677981379158,0.442305785819935,0.442305785819935
"Actions are Choices (Savani et al., 2010)",-0.0680444472571917,0.441294304588612,0.441294304588612
"Actions are Choices (Savani et al., 2010)",-0.0670210963764677,0.44023752839315,0.44023752839315
"Actions are Choices (Savani et al., 2010)",-0.0659977454957436,0.439139601534607,0.439139601534607
"Actions are Choices (Savani et al., 2010)",-0.0649743946150195,0.437969777526973,0.437969777526973
"Actions are Choices (Savani et al., 2010)",-0.0639510437342954,0.436754912570517,0.436754912570517
"Actions are Choices (Savani et al., 2010)",-0.0629276928535714,0.435501173204689,0.435501173204689
"Actions are Choices (Savani et al., 2010)",-0.0619043419728473,0.434181345857934,0.434181345857934
"Actions are Choices (Savani et al., 2010)",-0.0608809910921233,0.432816407034535,0.432816407034535
"Actions are Choices (Savani et al., 2010)",-0.0598576402113992,0.431414344048787,0.431414344048787
"Actions are Choices (Savani et al., 2010)",-0.0588342893306751,0.429950833138771,0.429950833138771
"Actions are Choices (Savani et al., 2010)",-0.057810938449951,0.428441543969328,0.428441543969328
"Actions are Choices (Savani et al., 2010)",-0.0567875875692269,0.426896197385743,0.426896197385743
"Actions are Choices (Savani et al., 2010)",-0.0557642366885028,0.425292756298297,0.425292756298297
"Actions are Choices (Savani et al., 2010)",-0.0547408858077788,0.42364202197318,0.42364202197318
"Actions are Choices (Savani et al., 2010)",-0.0537175349270547,0.421955503293119,0.421955503293119
"Actions are Choices (Savani et al., 2010)",-0.0526941840463306,0.42021294250286,0.42021294250286
"Actions are Choices (Savani et al., 2010)",-0.0516708331656066,0.418420521049885,0.418420521049885
