"","session_id","referrer","scalesgroup","scales"
"4761",2435230,"swpson","low category scale","less than 2 1/2 hrs"
"4762",2435236,"swpson","low category scale","less than 2 1/2 hrs"
"4765",2435240,"swpson","low category scale","less than 2 1/2 hrs"
"4766",2435243,"swpson","high category scale","less than 2 1/2 hrs"
"4768",2435247,"swpson","low category scale","less than 2 1/2 hrs"
"4769",2435249,"swpson","low category scale","less than 2 1/2 hrs"
"4772",2435262,"swpson","low category scale","less than 2 1/2 hrs"
"4773",2435274,"swpson","high category scale","more than 2 1/2 hrs"
"4774",2435279,"swpson","high category scale","less than 2 1/2 hrs"
"4775",2435283,"swpson","high category scale","less than 2 1/2 hrs"
"4776",2435301,"swpson","high category scale","less than 2 1/2 hrs"
"4778",2435307,"swpson","high category scale","less than 2 1/2 hrs"
"4779",2435319,"swpson","low category scale","less than 2 1/2 hrs"
"4780",2435320,"swpson","low category scale","less than 2 1/2 hrs"
"4781",2435371,"swpson","low category scale","less than 2 1/2 hrs"
"4782",2435417,"swpson","high category scale","more than 2 1/2 hrs"
"4783",2435424,"swpson","low category scale","less than 2 1/2 hrs"
"4784",2435430,"swpson","low category scale","less than 2 1/2 hrs"
"4785",2435433,"swpson","low category scale","less than 2 1/2 hrs"
"4787",2435464,"swpson","high category scale","less than 2 1/2 hrs"
"4789",2435540,"swpson","low category scale","less than 2 1/2 hrs"
"4791",2435619,"swpson","high category scale","less than 2 1/2 hrs"
"4793",2435695,"swpson","low category scale","less than 2 1/2 hrs"
"4794",2435842,"swpson","high category scale","less than 2 1/2 hrs"
"4795",2435851,"swpson","low category scale","less than 2 1/2 hrs"
"4797",2435895,"swpson","high category scale","less than 2 1/2 hrs"
"4799",2435961,"swpson","high category scale","less than 2 1/2 hrs"
"4800",2435964,"swpson","high category scale","less than 2 1/2 hrs"
"4803",2436426,"swpson","low category scale","more than 2 1/2 hrs"
"4805",2436551,"swpson","low category scale","less than 2 1/2 hrs"
"4808",2438844,"swpson","high category scale","less than 2 1/2 hrs"
"4809",2438847,"swpson","high category scale","less than 2 1/2 hrs"
"4810",2439394,"swpson","high category scale","less than 2 1/2 hrs"
"4811",2439453,"swpson","high category scale","less than 2 1/2 hrs"
"4812",2439491,"swpson","low category scale","less than 2 1/2 hrs"
"4813",2439602,"swpson","low category scale","less than 2 1/2 hrs"
"4814",2439734,"swpson","high category scale","less than 2 1/2 hrs"
"4815",2439750,"swpson","low category scale","less than 2 1/2 hrs"
"4816",2439756,"swpson","high category scale","less than 2 1/2 hrs"
"4817",2439810,"swpson","high category scale","less than 2 1/2 hrs"
"4819",2440011,"swpson","low category scale","less than 2 1/2 hrs"
"4820",2440042,"swpson","high category scale","less than 2 1/2 hrs"
"4821",2440045,"swpson","low category scale","less than 2 1/2 hrs"
"4822",2440083,"swpson","high category scale","less than 2 1/2 hrs"
"4823",2440139,"swpson","high category scale","less than 2 1/2 hrs"
"4824",2440298,"swpson","low category scale","less than 2 1/2 hrs"
"4825",2440371,"swpson","low category scale","less than 2 1/2 hrs"
"4827",2441985,"swpson","low category scale","less than 2 1/2 hrs"
"4828",2442005,"swpson","low category scale","less than 2 1/2 hrs"
"4829",2442014,"swpson","high category scale","more than 2 1/2 hrs"
"4830",2442029,"swpson","high category scale","less than 2 1/2 hrs"
"4832",2442091,"swpson","high category scale","less than 2 1/2 hrs"
"4833",2442112,"swpson","low category scale","less than 2 1/2 hrs"
"4834",2442170,"swpson","high category scale","less than 2 1/2 hrs"
"4835",2442182,"swpson","high category scale","less than 2 1/2 hrs"
"4836",2442192,"swpson","high category scale","less than 2 1/2 hrs"
"4837",2442193,"swpson","high category scale","less than 2 1/2 hrs"
"4839",2442205,"swpson","low category scale","less than 2 1/2 hrs"
"4840",2442973,"swpson","high category scale","less than 2 1/2 hrs"
"4841",2443181,"swpson","high category scale","less than 2 1/2 hrs"
"4842",2443337,"swpson","low category scale","less than 2 1/2 hrs"
"4843",2443603,"swpson","low category scale","less than 2 1/2 hrs"
"4844",2443849,"swpson","low category scale","less than 2 1/2 hrs"
"4845",2445068,"swpson","high category scale","less than 2 1/2 hrs"
"4846",2445072,"swpson","high category scale","less than 2 1/2 hrs"
"4848",2445081,"swpson","high category scale","less than 2 1/2 hrs"
"4849",2445082,"swpson","low category scale","more than 2 1/2 hrs"
"4850",2445092,"swpson","low category scale","less than 2 1/2 hrs"
"4851",2445093,"swpson","low category scale","less than 2 1/2 hrs"
"4853",2445097,"swpson","low category scale","less than 2 1/2 hrs"
"4854",2445099,"swpson","low category scale","more than 2 1/2 hrs"
"4855",2445104,"swpson","low category scale","less than 2 1/2 hrs"
"4857",2445108,"swpson","high category scale","less than 2 1/2 hrs"
"4858",2445110,"swpson","low category scale","less than 2 1/2 hrs"
"4861",2445125,"swpson","low category scale","less than 2 1/2 hrs"
"4862",2445131,"swpson","low category scale","less than 2 1/2 hrs"
"4864",2445166,"swpson","low category scale","less than 2 1/2 hrs"
"4865",2445167,"swpson","low category scale","less than 2 1/2 hrs"
"4866",2445174,"swpson","low category scale","less than 2 1/2 hrs"
"4867",2445175,"swpson","low category scale","less than 2 1/2 hrs"
"4868",2445227,"swpson","low category scale","less than 2 1/2 hrs"
"4869",2445305,"swpson","high category scale","less than 2 1/2 hrs"
"4870",2445310,"swpson","low category scale","less than 2 1/2 hrs"
"4871",2445430,"swpson","low category scale","less than 2 1/2 hrs"
"4872",2445453,"swpson","high category scale","more than 2 1/2 hrs"
"4873",2445493,"swpson","high category scale","less than 2 1/2 hrs"
"4875",2445776,"swpson","low category scale","less than 2 1/2 hrs"
"4876",2445887,"swpson","high category scale","less than 2 1/2 hrs"
"4878",2446055,"swpson","high category scale","more than 2 1/2 hrs"
"4880",2446193,"swpson","low category scale","less than 2 1/2 hrs"
"4881",2446227,"swpson","low category scale","less than 2 1/2 hrs"
"4882",2446238,"swpson","low category scale","less than 2 1/2 hrs"
"4883",2446242,"swpson","low category scale","less than 2 1/2 hrs"
"4884",2446282,"swpson","low category scale","less than 2 1/2 hrs"
"4885",2446391,"swpson","low category scale","less than 2 1/2 hrs"
"4886",2447225,"swpson","high category scale","less than 2 1/2 hrs"
"4888",2447284,"swpson","high category scale","more than 2 1/2 hrs"
"4889",2447291,"swpson","low category scale","less than 2 1/2 hrs"
"4890",2447294,"swpson","low category scale","less than 2 1/2 hrs"
"4891",2447315,"swpson","high category scale","less than 2 1/2 hrs"
"4892",2447348,"swpson","low category scale","less than 2 1/2 hrs"
"4893",2447552,"swpson","low category scale","less than 2 1/2 hrs"
"4896",2447963,"swpson","high category scale","less than 2 1/2 hrs"
"4897",2448839,"swpson","low category scale","less than 2 1/2 hrs"
"4898",2448845,"swpson","high category scale","less than 2 1/2 hrs"
"4899",2448846,"swpson","high category scale","less than 2 1/2 hrs"
"4900",2448871,"swpson","high category scale","less than 2 1/2 hrs"
"4901",2448877,"swpson","low category scale","less than 2 1/2 hrs"
"4902",2448999,"swpson","low category scale","less than 2 1/2 hrs"
"4903",2449129,"swpson","low category scale","less than 2 1/2 hrs"
"4904",2449884,"swpson","high category scale","less than 2 1/2 hrs"
"4907",2453735,"swpson","high category scale","less than 2 1/2 hrs"
"4908",2453921,"swpson","low category scale","less than 2 1/2 hrs"
"4909",2454315,"swpson","high category scale","more than 2 1/2 hrs"
"4910",2454351,"swpson","high category scale","less than 2 1/2 hrs"
"4911",2454508,"swpson","low category scale","less than 2 1/2 hrs"
"4915",2454769,"swpson","high category scale","less than 2 1/2 hrs"
"4918",2455781,"swpson","low category scale","less than 2 1/2 hrs"
"4919",2455855,"swpson","high category scale","less than 2 1/2 hrs"
"4921",2455921,"swpson","high category scale","less than 2 1/2 hrs"
"4922",2455929,"swpson","high category scale","more than 2 1/2 hrs"
"4923",2456015,"swpson","high category scale","less than 2 1/2 hrs"
"4924",2456500,"swpson","low category scale","less than 2 1/2 hrs"
"4925",2457057,"swpson","low category scale","less than 2 1/2 hrs"
"4926",2461353,"swpson","high category scale","less than 2 1/2 hrs"
"4927",2473645,"swpson","high category scale","less than 2 1/2 hrs"
"4929",2479038,"swpson","high category scale","less than 2 1/2 hrs"
