"","session_id","referrer","scalesgroup","scales"
"5636",2479466,"unipd","low category scale","less than 2 1/2 hrs"
"5637",2481208,"unipd","low category scale","less than 2 1/2 hrs"
"5638",2481277,"unipd","high category scale","less than 2 1/2 hrs"
"5640",2481300,"unipd","high category scale","more than 2 1/2 hrs"
"5641",2481329,"unipd","low category scale","less than 2 1/2 hrs"
"5642",2481381,"unipd","low category scale","less than 2 1/2 hrs"
"5643",2481594,"unipd","low category scale","less than 2 1/2 hrs"
"5644",2481642,"unipd","low category scale","less than 2 1/2 hrs"
"5645",2481650,"unipd","high category scale","less than 2 1/2 hrs"
"5646",2481666,"unipd","high category scale","less than 2 1/2 hrs"
"5647",2481669,"unipd","low category scale","less than 2 1/2 hrs"
"5648",2481678,"unipd","high category scale","less than 2 1/2 hrs"
"5649",2481688,"unipd","high category scale","more than 2 1/2 hrs"
"5651",2481724,"unipd","high category scale","less than 2 1/2 hrs"
"5652",2481736,"unipd","high category scale","less than 2 1/2 hrs"
"5653",2481756,"unipd","low category scale","less than 2 1/2 hrs"
"5654",2481761,"unipd","low category scale","less than 2 1/2 hrs"
"5655",2481762,"unipd","high category scale","less than 2 1/2 hrs"
"5656",2481766,"unipd","high category scale","more than 2 1/2 hrs"
"5657",2481772,"unipd","high category scale","more than 2 1/2 hrs"
"5658",2481780,"unipd","low category scale","less than 2 1/2 hrs"
"5659",2481795,"unipd","low category scale","less than 2 1/2 hrs"
"5660",2481809,"unipd","high category scale","less than 2 1/2 hrs"
"5661",2481814,"unipd","high category scale","less than 2 1/2 hrs"
"5662",2481863,"unipd","high category scale","less than 2 1/2 hrs"
"5663",2481866,"unipd","low category scale","less than 2 1/2 hrs"
"5664",2481867,"unipd","low category scale","less than 2 1/2 hrs"
"5665",2481915,"unipd","low category scale","less than 2 1/2 hrs"
"5666",2481937,"unipd","high category scale","more than 2 1/2 hrs"
"5667",2482069,"unipd","high category scale","less than 2 1/2 hrs"
"5668",2482157,"unipd","high category scale","less than 2 1/2 hrs"
"5669",2482162,"unipd","low category scale","less than 2 1/2 hrs"
"5670",2482188,"unipd","high category scale","more than 2 1/2 hrs"
"5671",2482220,"unipd","high category scale","more than 2 1/2 hrs"
"5672",2482247,"unipd","high category scale","less than 2 1/2 hrs"
"5673",2482249,"unipd","low category scale","less than 2 1/2 hrs"
"5674",2482262,"unipd","low category scale","less than 2 1/2 hrs"
"5675",2482438,"unipd","high category scale","more than 2 1/2 hrs"
"5676",2482453,"unipd","low category scale","less than 2 1/2 hrs"
"5677",2482461,"unipd","high category scale","less than 2 1/2 hrs"
"5678",2482476,"unipd","low category scale","less than 2 1/2 hrs"
"5680",2482591,"unipd","low category scale","less than 2 1/2 hrs"
"5681",2482626,"unipd","high category scale","less than 2 1/2 hrs"
"5682",2482641,"unipd","low category scale","less than 2 1/2 hrs"
"5683",2482777,"unipd","low category scale","less than 2 1/2 hrs"
"5684",2482864,"unipd","high category scale","less than 2 1/2 hrs"
"5685",2483502,"unipd","low category scale","less than 2 1/2 hrs"
"5686",2483553,"unipd","high category scale","less than 2 1/2 hrs"
"5687",2483595,"unipd","high category scale","less than 2 1/2 hrs"
"5688",2483612,"unipd","high category scale","less than 2 1/2 hrs"
"5689",2483629,"unipd","low category scale","less than 2 1/2 hrs"
"5690",2483770,"unipd","low category scale","less than 2 1/2 hrs"
"5691",2483791,"unipd","low category scale","less than 2 1/2 hrs"
"5692",2483792,"unipd","low category scale","less than 2 1/2 hrs"
"5693",2483871,"unipd","high category scale","less than 2 1/2 hrs"
"5694",2483932,"unipd","high category scale","more than 2 1/2 hrs"
"5695",2483985,"unipd","low category scale","less than 2 1/2 hrs"
"5696",2484019,"unipd","high category scale","less than 2 1/2 hrs"
"5697",2484059,"unipd","low category scale","less than 2 1/2 hrs"
"5698",2484318,"unipd","high category scale","more than 2 1/2 hrs"
"5699",2484326,"unipd","low category scale","less than 2 1/2 hrs"
"5700",2484426,"unipd","high category scale","less than 2 1/2 hrs"
"5701",2484434,"unipd","high category scale","less than 2 1/2 hrs"
"5702",2484464,"unipd","high category scale","less than 2 1/2 hrs"
"5703",2484467,"unipd","low category scale","less than 2 1/2 hrs"
"5704",2484491,"unipd","low category scale","less than 2 1/2 hrs"
"5705",2484505,"unipd","low category scale","less than 2 1/2 hrs"
"5706",2484642,"unipd","low category scale","less than 2 1/2 hrs"
"5707",2484702,"unipd","low category scale","less than 2 1/2 hrs"
"5709",2484843,"unipd","low category scale","less than 2 1/2 hrs"
"5710",2484977,"unipd","low category scale","less than 2 1/2 hrs"
"5711",2485013,"unipd","low category scale","less than 2 1/2 hrs"
"5712",2485029,"unipd","low category scale","less than 2 1/2 hrs"
"5713",2485084,"unipd","high category scale","more than 2 1/2 hrs"
"5714",2485107,"unipd","low category scale","less than 2 1/2 hrs"
"5715",2485579,"unipd","low category scale","less than 2 1/2 hrs"
"5716",2485979,"unipd","low category scale","less than 2 1/2 hrs"
"5717",2485980,"unipd","high category scale","less than 2 1/2 hrs"
"5718",2485997,"unipd","high category scale","less than 2 1/2 hrs"
"5719",2486001,"unipd","low category scale","more than 2 1/2 hrs"
"5720",2486003,"unipd","high category scale","less than 2 1/2 hrs"
"5721",2486015,"unipd","high category scale","less than 2 1/2 hrs"
"5722",2486023,"unipd","high category scale","less than 2 1/2 hrs"
"5723",2486027,"unipd","low category scale","less than 2 1/2 hrs"
"5725",2486040,"unipd","low category scale","less than 2 1/2 hrs"
"5726",2486108,"unipd","low category scale","less than 2 1/2 hrs"
"5727",2486115,"unipd","low category scale","less than 2 1/2 hrs"
"5728",2486145,"unipd","low category scale","less than 2 1/2 hrs"
"5729",2486157,"unipd","high category scale","less than 2 1/2 hrs"
"5730",2486158,"unipd","low category scale","less than 2 1/2 hrs"
"5731",2486167,"unipd","low category scale","less than 2 1/2 hrs"
"5732",2486181,"unipd","high category scale","less than 2 1/2 hrs"
"5733",2486191,"unipd","high category scale","more than 2 1/2 hrs"
"5734",2486204,"unipd","low category scale","less than 2 1/2 hrs"
"5735",2486230,"unipd","low category scale","less than 2 1/2 hrs"
"5736",2486263,"unipd","low category scale","less than 2 1/2 hrs"
"5737",2486285,"unipd","low category scale","more than 2 1/2 hrs"
"5738",2486620,"unipd","low category scale","less than 2 1/2 hrs"
"5739",2486678,"unipd","high category scale","less than 2 1/2 hrs"
"5740",2486682,"unipd","high category scale","less than 2 1/2 hrs"
"5741",2486702,"unipd","low category scale","less than 2 1/2 hrs"
