"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"672",2419021,"jmu","forbidden","does not support banning anti-democratic speeches"
"673",2419031,"jmu","forbidden","does not support banning anti-democratic speeches"
"674",2419039,"jmu","allowed","support banning anti-democratic speeches"
"676",2419123,"jmu","allowed","does not support banning anti-democratic speeches"
"677",2419126,"jmu","allowed","does not support banning anti-democratic speeches"
"678",2419136,"jmu","allowed","does not support banning anti-democratic speeches"
"679",2419214,"jmu","allowed","does not support banning anti-democratic speeches"
"680",2419302,"jmu","allowed","does not support banning anti-democratic speeches"
"681",2419308,"jmu","forbidden","does not support banning anti-democratic speeches"
"682",2419313,"jmu","forbidden","does not support banning anti-democratic speeches"
"683",2419389,"jmu","forbidden","does not support banning anti-democratic speeches"
"684",2419391,"jmu","forbidden","does not support banning anti-democratic speeches"
"685",2419455,"jmu","allowed","does not support banning anti-democratic speeches"
"686",2419461,"jmu","forbidden","does not support banning anti-democratic speeches"
"687",2419527,"jmu","forbidden","does not support banning anti-democratic speeches"
"688",2419592,"jmu","forbidden","does not support banning anti-democratic speeches"
"689",2419674,"jmu","forbidden","does not support banning anti-democratic speeches"
"690",2419767,"jmu","allowed","does not support banning anti-democratic speeches"
"691",2419793,"jmu","forbidden","does not support banning anti-democratic speeches"
"692",2419818,"jmu","forbidden","does not support banning anti-democratic speeches"
"693",2419826,"jmu","forbidden","does not support banning anti-democratic speeches"
"694",2419847,"jmu","allowed","does not support banning anti-democratic speeches"
"695",2419887,"jmu","forbidden","does not support banning anti-democratic speeches"
"696",2419919,"jmu","allowed","does not support banning anti-democratic speeches"
"697",2420020,"jmu","forbidden","does not support banning anti-democratic speeches"
"698",2420156,"jmu","forbidden","does not support banning anti-democratic speeches"
"699",2420182,"jmu","forbidden","does not support banning anti-democratic speeches"
"700",2420235,"jmu","forbidden","does not support banning anti-democratic speeches"
"701",2420247,"jmu","allowed","support banning anti-democratic speeches"
"702",2420251,"jmu","forbidden","does not support banning anti-democratic speeches"
"703",2420252,"jmu","allowed","does not support banning anti-democratic speeches"
"704",2420253,"jmu","allowed","does not support banning anti-democratic speeches"
"705",2420255,"jmu","forbidden","does not support banning anti-democratic speeches"
"706",2420258,"jmu","allowed","does not support banning anti-democratic speeches"
"707",2420262,"jmu","forbidden","support banning anti-democratic speeches"
"708",2420266,"jmu","forbidden","support banning anti-democratic speeches"
"709",2420272,"jmu","forbidden","does not support banning anti-democratic speeches"
"710",2420273,"jmu","allowed","does not support banning anti-democratic speeches"
"711",2420275,"jmu","allowed","does not support banning anti-democratic speeches"
"712",2420276,"jmu","forbidden","does not support banning anti-democratic speeches"
"713",2420281,"jmu","forbidden","does not support banning anti-democratic speeches"
"714",2420284,"jmu","forbidden","does not support banning anti-democratic speeches"
"715",2420294,"jmu","forbidden","does not support banning anti-democratic speeches"
"716",2420305,"jmu","forbidden","does not support banning anti-democratic speeches"
"717",2420311,"jmu","allowed","support banning anti-democratic speeches"
"718",2420319,"jmu","allowed","does not support banning anti-democratic speeches"
"719",2420326,"jmu","forbidden","does not support banning anti-democratic speeches"
"720",2420327,"jmu","forbidden","does not support banning anti-democratic speeches"
"721",2420330,"jmu","allowed","does not support banning anti-democratic speeches"
"722",2420338,"jmu","allowed","does not support banning anti-democratic speeches"
"723",2420341,"jmu","allowed","does not support banning anti-democratic speeches"
"724",2420345,"jmu","forbidden","does not support banning anti-democratic speeches"
"725",2420356,"jmu","forbidden","does not support banning anti-democratic speeches"
"726",2420359,"jmu","allowed","support banning anti-democratic speeches"
"727",2420361,"jmu","allowed","does not support banning anti-democratic speeches"
"728",2420367,"jmu","allowed","does not support banning anti-democratic speeches"
"729",2420382,"jmu","forbidden","does not support banning anti-democratic speeches"
"730",2420386,"jmu","allowed","does not support banning anti-democratic speeches"
"731",2420405,"jmu","allowed","does not support banning anti-democratic speeches"
"732",2420433,"jmu","allowed","does not support banning anti-democratic speeches"
"733",2420456,"jmu","forbidden","does not support banning anti-democratic speeches"
"734",2420459,"jmu","forbidden","does not support banning anti-democratic speeches"
"735",2420463,"jmu","forbidden","does not support banning anti-democratic speeches"
"736",2420467,"jmu","forbidden","support banning anti-democratic speeches"
"737",2420471,"jmu","forbidden","does not support banning anti-democratic speeches"
"738",2420481,"jmu","forbidden","does not support banning anti-democratic speeches"
"739",2420482,"jmu","forbidden","does not support banning anti-democratic speeches"
"740",2420485,"jmu","allowed","does not support banning anti-democratic speeches"
"741",2420514,"jmu","forbidden","does not support banning anti-democratic speeches"
"742",2420517,"jmu","forbidden","does not support banning anti-democratic speeches"
"743",2420518,"jmu","allowed","does not support banning anti-democratic speeches"
"744",2420529,"jmu","forbidden","does not support banning anti-democratic speeches"
"745",2420534,"jmu","allowed","does not support banning anti-democratic speeches"
"746",2420543,"jmu","allowed","does not support banning anti-democratic speeches"
"747",2420572,"jmu","allowed","support banning anti-democratic speeches"
"748",2420580,"jmu","forbidden","does not support banning anti-democratic speeches"
"749",2420605,"jmu","allowed","does not support banning anti-democratic speeches"
"750",2420622,"jmu","forbidden","does not support banning anti-democratic speeches"
"751",2420641,"jmu","allowed","does not support banning anti-democratic speeches"
"752",2420646,"jmu","allowed","does not support banning anti-democratic speeches"
"753",2420663,"jmu","allowed","does not support banning anti-democratic speeches"
"754",2420692,"jmu","forbidden","does not support banning anti-democratic speeches"
"755",2420694,"jmu","allowed","does not support banning anti-democratic speeches"
"756",2420717,"jmu","forbidden","support banning anti-democratic speeches"
"758",2420736,"jmu","forbidden","does not support banning anti-democratic speeches"
"759",2420748,"jmu","allowed","support banning anti-democratic speeches"
"760",2420770,"jmu","allowed","does not support banning anti-democratic speeches"
"761",2420808,"jmu","forbidden","does not support banning anti-democratic speeches"
"762",2420827,"jmu","allowed","does not support banning anti-democratic speeches"
"763",2420878,"jmu","allowed","does not support banning anti-democratic speeches"
"764",2420912,"jmu","allowed","does not support banning anti-democratic speeches"
"765",2420960,"jmu","forbidden","does not support banning anti-democratic speeches"
"766",2421044,"jmu","forbidden","does not support banning anti-democratic speeches"
"767",2421241,"jmu","forbidden","does not support banning anti-democratic speeches"
"768",2421264,"jmu","forbidden","does not support banning anti-democratic speeches"
"769",2421291,"jmu","allowed","does not support banning anti-democratic speeches"
"770",2421306,"jmu","forbidden","does not support banning anti-democratic speeches"
"771",2421347,"jmu","forbidden","does not support banning anti-democratic speeches"
"772",2421365,"jmu","allowed","support banning anti-democratic speeches"
"773",2421370,"jmu","allowed","does not support banning anti-democratic speeches"
"774",2421397,"jmu","allowed","support banning anti-democratic speeches"
"775",2421398,"jmu","forbidden","does not support banning anti-democratic speeches"
"776",2421442,"jmu","forbidden","does not support banning anti-democratic speeches"
"777",2421474,"jmu","allowed","does not support banning anti-democratic speeches"
"778",2421515,"jmu","allowed","support banning anti-democratic speeches"
"779",2421517,"jmu","forbidden","does not support banning anti-democratic speeches"
"780",2421546,"jmu","forbidden","does not support banning anti-democratic speeches"
"781",2421559,"jmu","forbidden","does not support banning anti-democratic speeches"
"782",2421598,"jmu","allowed","does not support banning anti-democratic speeches"
"783",2421613,"jmu","forbidden","does not support banning anti-democratic speeches"
"784",2421615,"jmu","forbidden","does not support banning anti-democratic speeches"
"785",2421620,"jmu","allowed","support banning anti-democratic speeches"
"786",2421628,"jmu","allowed","support banning anti-democratic speeches"
"787",2421629,"jmu","allowed","does not support banning anti-democratic speeches"
"788",2421635,"jmu","forbidden","does not support banning anti-democratic speeches"
"789",2421666,"jmu","allowed","does not support banning anti-democratic speeches"
"790",2421670,"jmu","allowed","support banning anti-democratic speeches"
"791",2421683,"jmu","allowed","does not support banning anti-democratic speeches"
"792",2421900,"jmu","allowed","does not support banning anti-democratic speeches"
"793",2422010,"jmu","forbidden","does not support banning anti-democratic speeches"
"794",2422167,"jmu","allowed","does not support banning anti-democratic speeches"
"795",2422174,"jmu","forbidden","does not support banning anti-democratic speeches"
"796",2422293,"jmu","forbidden","does not support banning anti-democratic speeches"
"797",2422304,"jmu","allowed","does not support banning anti-democratic speeches"
"798",2422352,"jmu","forbidden","does not support banning anti-democratic speeches"
"799",2422524,"jmu","allowed","does not support banning anti-democratic speeches"
"800",2422707,"jmu","forbidden","does not support banning anti-democratic speeches"
"801",2422949,"jmu","forbidden","does not support banning anti-democratic speeches"
"802",2423009,"jmu","forbidden","does not support banning anti-democratic speeches"
"803",2423284,"jmu","allowed","does not support banning anti-democratic speeches"
"804",2423301,"jmu","forbidden","does not support banning anti-democratic speeches"
"805",2423308,"jmu","forbidden","does not support banning anti-democratic speeches"
"806",2423798,"jmu","allowed","does not support banning anti-democratic speeches"
"807",2424304,"jmu","forbidden","does not support banning anti-democratic speeches"
"808",2424373,"jmu","allowed","does not support banning anti-democratic speeches"
"809",2424425,"jmu","allowed","support banning anti-democratic speeches"
"810",2424846,"jmu","allowed","does not support banning anti-democratic speeches"
"811",2425552,"jmu","forbidden","does not support banning anti-democratic speeches"
"812",2426194,"jmu","forbidden","does not support banning anti-democratic speeches"
"813",2426851,"jmu","allowed","support banning anti-democratic speeches"
"814",2426970,"jmu","allowed","support banning anti-democratic speeches"
"815",2427675,"jmu","forbidden","does not support banning anti-democratic speeches"
"817",2429660,"jmu","allowed","does not support banning anti-democratic speeches"
"818",2429997,"jmu","forbidden","does not support banning anti-democratic speeches"
"820",2431381,"jmu","allowed","does not support banning anti-democratic speeches"
"821",2434157,"jmu","allowed","does not support banning anti-democratic speeches"
"822",2434515,"jmu","allowed","does not support banning anti-democratic speeches"
"823",2440669,"jmu","forbidden","does not support banning anti-democratic speeches"
"824",2445901,"jmu","forbidden","does not support banning anti-democratic speeches"
"825",2447549,"jmu","allowed","does not support banning anti-democratic speeches"
"826",2450238,"jmu","forbidden","does not support banning anti-democratic speeches"
"827",2450966,"jmu","forbidden","does not support banning anti-democratic speeches"
"828",2453815,"jmu","allowed","support banning anti-democratic speeches"
"829",2463538,"jmu","allowed","support banning anti-democratic speeches"
"830",2463674,"jmu","forbidden","support banning anti-democratic speeches"
"831",2465194,"jmu","forbidden","does not support banning anti-democratic speeches"
"832",2467975,"jmu","forbidden","does not support banning anti-democratic speeches"
"833",2468229,"jmu","allowed","does not support banning anti-democratic speeches"
"834",2468476,"jmu","forbidden","does not support banning anti-democratic speeches"
"835",2468490,"jmu","allowed","does not support banning anti-democratic speeches"
"836",2474858,"jmu","forbidden","does not support banning anti-democratic speeches"
"837",2476641,"jmu","forbidden","does not support banning anti-democratic speeches"
"838",2483981,"jmu","forbidden","does not support banning anti-democratic speeches"
"839",2484442,"jmu","allowed","does not support banning anti-democratic speeches"
"840",2485645,"jmu","forbidden","does not support banning anti-democratic speeches"
"841",2487295,"jmu","allowed","support banning anti-democratic speeches"
"842",2488410,"jmu","allowed","does not support banning anti-democratic speeches"
"843",2488592,"jmu","allowed","does not support banning anti-democratic speeches"
"844",2488604,"jmu","allowed","does not support banning anti-democratic speeches"
"845",2488668,"jmu","forbidden","does not support banning anti-democratic speeches"
