"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"5636",2479466,"unipd","allowed","support banning anti-democratic speeches"
"5637",2481208,"unipd","allowed","support banning anti-democratic speeches"
"5638",2481277,"unipd","allowed","does not support banning anti-democratic speeches"
"5639",2481290,"unipd","forbidden","does not support banning anti-democratic speeches"
"5640",2481300,"unipd","forbidden","does not support banning anti-democratic speeches"
"5641",2481329,"unipd","forbidden","support banning anti-democratic speeches"
"5642",2481381,"unipd","allowed","support banning anti-democratic speeches"
"5643",2481594,"unipd","allowed","does not support banning anti-democratic speeches"
"5644",2481642,"unipd","forbidden","does not support banning anti-democratic speeches"
"5645",2481650,"unipd","forbidden","does not support banning anti-democratic speeches"
"5646",2481666,"unipd","allowed","does not support banning anti-democratic speeches"
"5647",2481669,"unipd","forbidden","does not support banning anti-democratic speeches"
"5648",2481678,"unipd","forbidden","does not support banning anti-democratic speeches"
"5649",2481688,"unipd","forbidden","does not support banning anti-democratic speeches"
"5650",2481705,"unipd","allowed","support banning anti-democratic speeches"
"5651",2481724,"unipd","allowed","does not support banning anti-democratic speeches"
"5652",2481736,"unipd","allowed","does not support banning anti-democratic speeches"
"5653",2481756,"unipd","forbidden","support banning anti-democratic speeches"
"5654",2481761,"unipd","allowed","support banning anti-democratic speeches"
"5655",2481762,"unipd","allowed","does not support banning anti-democratic speeches"
"5656",2481766,"unipd","allowed","support banning anti-democratic speeches"
"5657",2481772,"unipd","forbidden","does not support banning anti-democratic speeches"
"5658",2481780,"unipd","forbidden","does not support banning anti-democratic speeches"
"5659",2481795,"unipd","forbidden","does not support banning anti-democratic speeches"
"5660",2481809,"unipd","allowed","support banning anti-democratic speeches"
"5661",2481814,"unipd","allowed","does not support banning anti-democratic speeches"
"5662",2481863,"unipd","allowed","does not support banning anti-democratic speeches"
"5663",2481866,"unipd","allowed","does not support banning anti-democratic speeches"
"5664",2481867,"unipd","forbidden","does not support banning anti-democratic speeches"
"5665",2481915,"unipd","forbidden","does not support banning anti-democratic speeches"
"5666",2481937,"unipd","forbidden","does not support banning anti-democratic speeches"
"5667",2482069,"unipd","allowed","does not support banning anti-democratic speeches"
"5668",2482157,"unipd","forbidden","does not support banning anti-democratic speeches"
"5669",2482162,"unipd","forbidden","does not support banning anti-democratic speeches"
"5670",2482188,"unipd","forbidden","support banning anti-democratic speeches"
"5671",2482220,"unipd","forbidden","support banning anti-democratic speeches"
"5672",2482247,"unipd","allowed","support banning anti-democratic speeches"
