"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"1592",2431130,"msvu","forbidden","does not support banning anti-democratic speeches"
"1593",2431131,"msvu","allowed","does not support banning anti-democratic speeches"
"1594",2431132,"msvu","forbidden","does not support banning anti-democratic speeches"
"1595",2431133,"msvu","allowed","does not support banning anti-democratic speeches"
"1596",2431134,"msvu","allowed","does not support banning anti-democratic speeches"
"1597",2431135,"msvu","allowed","does not support banning anti-democratic speeches"
"1598",2431136,"msvu","allowed","support banning anti-democratic speeches"
"1599",2431140,"msvu","allowed","does not support banning anti-democratic speeches"
"1600",2431142,"msvu","allowed","does not support banning anti-democratic speeches"
"1601",2431144,"msvu","allowed","does not support banning anti-democratic speeches"
"1602",2431145,"msvu","forbidden","does not support banning anti-democratic speeches"
"1603",2431146,"msvu","allowed","does not support banning anti-democratic speeches"
"1604",2431148,"msvu","forbidden","does not support banning anti-democratic speeches"
"1605",2431149,"msvu","allowed","does not support banning anti-democratic speeches"
"1606",2431150,"msvu","allowed","support banning anti-democratic speeches"
"1607",2431151,"msvu","forbidden","support banning anti-democratic speeches"
"1608",2431152,"msvu","allowed","support banning anti-democratic speeches"
"1609",2431153,"msvu","allowed","does not support banning anti-democratic speeches"
"1610",2431157,"msvu","allowed","support banning anti-democratic speeches"
"1611",2431162,"msvu","forbidden","does not support banning anti-democratic speeches"
"1612",2443533,"msvu","forbidden","does not support banning anti-democratic speeches"
"1613",2443534,"msvu","allowed","support banning anti-democratic speeches"
"1614",2443535,"msvu","allowed","does not support banning anti-democratic speeches"
"1615",2443536,"msvu","allowed","does not support banning anti-democratic speeches"
"1616",2443537,"msvu","allowed","does not support banning anti-democratic speeches"
"1617",2443538,"msvu","forbidden","does not support banning anti-democratic speeches"
"1618",2443539,"msvu","forbidden","does not support banning anti-democratic speeches"
"1619",2443540,"msvu","allowed","does not support banning anti-democratic speeches"
"1620",2443541,"msvu","allowed","does not support banning anti-democratic speeches"
"1621",2443542,"msvu","forbidden","does not support banning anti-democratic speeches"
"1622",2443543,"msvu","allowed","does not support banning anti-democratic speeches"
"1623",2443544,"msvu","allowed","support banning anti-democratic speeches"
"1624",2443545,"msvu","forbidden","does not support banning anti-democratic speeches"
"1625",2443546,"msvu","allowed","does not support banning anti-democratic speeches"
"1626",2443547,"msvu","forbidden","does not support banning anti-democratic speeches"
"1627",2443548,"msvu","allowed","does not support banning anti-democratic speeches"
"1628",2443549,"msvu","forbidden","does not support banning anti-democratic speeches"
"1629",2443550,"msvu","forbidden","support banning anti-democratic speeches"
"1630",2443551,"msvu","allowed","does not support banning anti-democratic speeches"
"1632",2443553,"msvu","allowed","does not support banning anti-democratic speeches"
"1633",2443554,"msvu","allowed","does not support banning anti-democratic speeches"
"1634",2443555,"msvu","allowed","does not support banning anti-democratic speeches"
"1635",2443612,"msvu","forbidden","does not support banning anti-democratic speeches"
"1636",2447535,"msvu","forbidden","does not support banning anti-democratic speeches"
"1637",2456029,"msvu","allowed","does not support banning anti-democratic speeches"
"1638",2456030,"msvu","allowed","support banning anti-democratic speeches"
"1639",2456051,"msvu","allowed","does not support banning anti-democratic speeches"
"1640",2456053,"msvu","forbidden","does not support banning anti-democratic speeches"
"1641",2456112,"msvu","forbidden","does not support banning anti-democratic speeches"
"1642",2456125,"msvu","allowed","does not support banning anti-democratic speeches"
"1643",2456199,"msvu","allowed","does not support banning anti-democratic speeches"
"1644",2456618,"msvu","forbidden","does not support banning anti-democratic speeches"
"1645",2456623,"msvu","forbidden","does not support banning anti-democratic speeches"
"1646",2458273,"msvu","forbidden","does not support banning anti-democratic speeches"
"1647",2458274,"msvu","forbidden","does not support banning anti-democratic speeches"
"1648",2458472,"msvu","allowed","does not support banning anti-democratic speeches"
"1649",2458473,"msvu","forbidden","does not support banning anti-democratic speeches"
"1650",2458680,"msvu","allowed","does not support banning anti-democratic speeches"
"1651",2458684,"msvu","forbidden","does not support banning anti-democratic speeches"
"1652",2458686,"msvu","forbidden","does not support banning anti-democratic speeches"
"1653",2458741,"msvu","allowed","does not support banning anti-democratic speeches"
"1654",2465446,"msvu","allowed","does not support banning anti-democratic speeches"
"1655",2465449,"msvu","forbidden","does not support banning anti-democratic speeches"
"1656",2465450,"msvu","allowed","support banning anti-democratic speeches"
"1657",2465687,"msvu","forbidden","does not support banning anti-democratic speeches"
"1658",2465688,"msvu","forbidden","does not support banning anti-democratic speeches"
"1659",2465709,"msvu","allowed","support banning anti-democratic speeches"
"1660",2465781,"msvu","forbidden","does not support banning anti-democratic speeches"
"1661",2465788,"msvu","allowed","support banning anti-democratic speeches"
"1662",2467414,"msvu","allowed","support banning anti-democratic speeches"
"1663",2467415,"msvu","forbidden","does not support banning anti-democratic speeches"
"1664",2467421,"msvu","allowed","does not support banning anti-democratic speeches"
"1665",2467478,"msvu","allowed","does not support banning anti-democratic speeches"
"1666",2467496,"msvu","forbidden","does not support banning anti-democratic speeches"
"1668",2467689,"msvu","allowed","does not support banning anti-democratic speeches"
"1669",2467798,"msvu","allowed","does not support banning anti-democratic speeches"
"1670",2469512,"msvu","forbidden","support banning anti-democratic speeches"
"1671",2469516,"msvu","allowed","does not support banning anti-democratic speeches"
"1672",2469667,"msvu","allowed","does not support banning anti-democratic speeches"
"1673",2477280,"msvu","forbidden","does not support banning anti-democratic speeches"
"1674",2477288,"msvu","allowed","does not support banning anti-democratic speeches"
"1675",2495942,"msvu","allowed","does not support banning anti-democratic speeches"
"1676",2497504,"msvu","allowed","does not support banning anti-democratic speeches"
