"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"5509",2410996,"ufl","allowed","does not support banning anti-democratic speeches"
"5510",2411208,"ufl","allowed","does not support banning anti-democratic speeches"
"5511",2411213,"ufl","forbidden","does not support banning anti-democratic speeches"
"5512",2413016,"ufl","forbidden","does not support banning anti-democratic speeches"
"5513",2413017,"ufl","allowed","does not support banning anti-democratic speeches"
"5514",2413018,"ufl","forbidden","does not support banning anti-democratic speeches"
"5515",2413210,"ufl","forbidden","does not support banning anti-democratic speeches"
"5516",2413452,"ufl","allowed","support banning anti-democratic speeches"
"5517",2413453,"ufl","forbidden","does not support banning anti-democratic speeches"
"5518",2413454,"ufl","forbidden","does not support banning anti-democratic speeches"
"5519",2413537,"ufl","forbidden","does not support banning anti-democratic speeches"
"5520",2413539,"ufl","allowed","does not support banning anti-democratic speeches"
"5521",2413641,"ufl","forbidden","does not support banning anti-democratic speeches"
"5522",2413648,"ufl","allowed","does not support banning anti-democratic speeches"
"5523",2413652,"ufl","forbidden","support banning anti-democratic speeches"
"5524",2413747,"ufl","forbidden","does not support banning anti-democratic speeches"
"5525",2413749,"ufl","allowed","does not support banning anti-democratic speeches"
"5526",2413752,"ufl","allowed","does not support banning anti-democratic speeches"
"5527",2413870,"ufl","allowed","does not support banning anti-democratic speeches"
"5528",2413873,"ufl","forbidden","does not support banning anti-democratic speeches"
"5529",2413874,"ufl","forbidden","does not support banning anti-democratic speeches"
"5530",2413875,"ufl","allowed","does not support banning anti-democratic speeches"
"5531",2413936,"ufl","forbidden","does not support banning anti-democratic speeches"
"5532",2413938,"ufl","allowed","does not support banning anti-democratic speeches"
"5533",2413939,"ufl","allowed","does not support banning anti-democratic speeches"
"5534",2418384,"ufl","forbidden","does not support banning anti-democratic speeches"
"5535",2418388,"ufl","forbidden","does not support banning anti-democratic speeches"
"5536",2418461,"ufl","allowed","does not support banning anti-democratic speeches"
"5537",2418506,"ufl","allowed","support banning anti-democratic speeches"
"5538",2419239,"ufl","forbidden","does not support banning anti-democratic speeches"
"5539",2419353,"ufl","allowed","does not support banning anti-democratic speeches"
"5540",2421339,"ufl","forbidden","does not support banning anti-democratic speeches"
"5541",2421344,"ufl","forbidden","does not support banning anti-democratic speeches"
"5542",2421349,"ufl","allowed","does not support banning anti-democratic speeches"
"5543",2421352,"ufl","forbidden","does not support banning anti-democratic speeches"
"5544",2421503,"ufl","forbidden","does not support banning anti-democratic speeches"
"5545",2421843,"ufl","allowed","does not support banning anti-democratic speeches"
"5546",2422266,"ufl","allowed","does not support banning anti-democratic speeches"
"5547",2422270,"ufl","forbidden","support banning anti-democratic speeches"
"5548",2422294,"ufl","forbidden","does not support banning anti-democratic speeches"
"5549",2422898,"ufl","forbidden","does not support banning anti-democratic speeches"
"5550",2422904,"ufl","forbidden","does not support banning anti-democratic speeches"
"5551",2422910,"ufl","allowed","support banning anti-democratic speeches"
