"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"846",2483669,"ku","allowed","does not support banning anti-democratic speeches"
"847",2483687,"ku","forbidden","does not support banning anti-democratic speeches"
"848",2483760,"ku","forbidden","support banning anti-democratic speeches"
"849",2483819,"ku","allowed","support banning anti-democratic speeches"
"850",2483825,"ku","allowed","support banning anti-democratic speeches"
"851",2483870,"ku","forbidden","does not support banning anti-democratic speeches"
"852",2483963,"ku","allowed","does not support banning anti-democratic speeches"
"853",2484027,"ku","forbidden","does not support banning anti-democratic speeches"
"854",2484223,"ku","allowed","support banning anti-democratic speeches"
"855",2484248,"ku","allowed","support banning anti-democratic speeches"
"856",2484282,"ku","forbidden","does not support banning anti-democratic speeches"
"857",2484311,"ku","allowed","support banning anti-democratic speeches"
"858",2484495,"ku","allowed","support banning anti-democratic speeches"
"859",2484518,"ku","allowed","support banning anti-democratic speeches"
"860",2484541,"ku","forbidden","does not support banning anti-democratic speeches"
"861",2484655,"ku","allowed","support banning anti-democratic speeches"
"862",2484735,"ku","allowed","support banning anti-democratic speeches"
"863",2484763,"ku","forbidden","does not support banning anti-democratic speeches"
"864",2484839,"ku","forbidden","does not support banning anti-democratic speeches"
"865",2484935,"ku","forbidden","does not support banning anti-democratic speeches"
"866",2484964,"ku","forbidden","does not support banning anti-democratic speeches"
"867",2484991,"ku","forbidden","does not support banning anti-democratic speeches"
"868",2484998,"ku","allowed","support banning anti-democratic speeches"
"869",2485106,"ku","allowed","support banning anti-democratic speeches"
"870",2485128,"ku","forbidden","does not support banning anti-democratic speeches"
"871",2485343,"ku","forbidden","does not support banning anti-democratic speeches"
"872",2485384,"ku","allowed","support banning anti-democratic speeches"
"873",2486014,"ku","forbidden","support banning anti-democratic speeches"
"874",2486033,"ku","allowed","support banning anti-democratic speeches"
"875",2486087,"ku","forbidden","support banning anti-democratic speeches"
"876",2486120,"ku","forbidden","support banning anti-democratic speeches"
"877",2486130,"ku","forbidden","does not support banning anti-democratic speeches"
"878",2486139,"ku","allowed","does not support banning anti-democratic speeches"
"879",2486189,"ku","forbidden","does not support banning anti-democratic speeches"
"880",2486238,"ku","forbidden","does not support banning anti-democratic speeches"
"881",2486297,"ku","forbidden","does not support banning anti-democratic speeches"
"882",2486389,"ku","forbidden","does not support banning anti-democratic speeches"
"883",2486683,"ku","allowed","does not support banning anti-democratic speeches"
"884",2487627,"ku","allowed","support banning anti-democratic speeches"
"885",2487736,"ku","allowed","does not support banning anti-democratic speeches"
"886",2487969,"ku","forbidden","support banning anti-democratic speeches"
"887",2487986,"ku","forbidden","does not support banning anti-democratic speeches"
