"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"1677",2402411,"mturk","forbidden","does not support banning anti-democratic speeches"
"1678",2402412,"mturk","forbidden","does not support banning anti-democratic speeches"
"1679",2402414,"mturk","forbidden","support banning anti-democratic speeches"
"1680",2402415,"mturk","forbidden","does not support banning anti-democratic speeches"
"1681",2402416,"mturk","allowed","does not support banning anti-democratic speeches"
"1682",2402417,"mturk","allowed","does not support banning anti-democratic speeches"
"1683",2402421,"mturk","allowed","support banning anti-democratic speeches"
"1684",2402422,"mturk","allowed","does not support banning anti-democratic speeches"
"1685",2402426,"mturk","forbidden","does not support banning anti-democratic speeches"
"1686",2402447,"mturk","forbidden","support banning anti-democratic speeches"
"1687",2402449,"mturk","allowed","does not support banning anti-democratic speeches"
"1688",2402450,"mturk","allowed","does not support banning anti-democratic speeches"
"1689",2402451,"mturk","allowed","does not support banning anti-democratic speeches"
"1690",2402452,"mturk","allowed","support banning anti-democratic speeches"
"1691",2402453,"mturk","allowed","support banning anti-democratic speeches"
"1692",2402454,"mturk","allowed","does not support banning anti-democratic speeches"
"1693",2402456,"mturk","forbidden","support banning anti-democratic speeches"
"1694",2402457,"mturk","forbidden","does not support banning anti-democratic speeches"
"1695",2402459,"mturk","forbidden","does not support banning anti-democratic speeches"
"1696",2402460,"mturk","allowed","support banning anti-democratic speeches"
"1697",2402466,"mturk","forbidden","does not support banning anti-democratic speeches"
"1698",2402467,"mturk","allowed","does not support banning anti-democratic speeches"
"1699",2402468,"mturk","allowed","support banning anti-democratic speeches"
"1700",2402470,"mturk","forbidden","does not support banning anti-democratic speeches"
"1701",2402471,"mturk","forbidden","does not support banning anti-democratic speeches"
"1702",2402472,"mturk","allowed","does not support banning anti-democratic speeches"
"1703",2402474,"mturk","allowed","does not support banning anti-democratic speeches"
"1704",2402476,"mturk","allowed","does not support banning anti-democratic speeches"
"1705",2402478,"mturk","forbidden","support banning anti-democratic speeches"
"1706",2402479,"mturk","forbidden","does not support banning anti-democratic speeches"
"1707",2402484,"mturk","allowed","does not support banning anti-democratic speeches"
"1708",2402485,"mturk","allowed","does not support banning anti-democratic speeches"
"1709",2402488,"mturk","forbidden","does not support banning anti-democratic speeches"
"1710",2402489,"mturk","allowed","support banning anti-democratic speeches"
"1711",2402490,"mturk","forbidden","does not support banning anti-democratic speeches"
"1712",2402493,"mturk","forbidden","support banning anti-democratic speeches"
"1713",2402494,"mturk","allowed","does not support banning anti-democratic speeches"
"1714",2402495,"mturk","forbidden","support banning anti-democratic speeches"
"1715",2402496,"mturk","allowed","support banning anti-democratic speeches"
"1716",2402498,"mturk","allowed","support banning anti-democratic speeches"
"1717",2402499,"mturk","allowed","does not support banning anti-democratic speeches"
"1718",2402502,"mturk","allowed","does not support banning anti-democratic speeches"
"1719",2402504,"mturk","forbidden","does not support banning anti-democratic speeches"
"1720",2402507,"mturk","allowed","does not support banning anti-democratic speeches"
"1721",2402508,"mturk","allowed","does not support banning anti-democratic speeches"
"1722",2402509,"mturk","forbidden","does not support banning anti-democratic speeches"
"1723",2402511,"mturk","allowed","support banning anti-democratic speeches"
"1724",2402512,"mturk","forbidden","does not support banning anti-democratic speeches"
"1725",2402513,"mturk","forbidden","does not support banning anti-democratic speeches"
"1726",2402514,"mturk","allowed","support banning anti-democratic speeches"
"1727",2402515,"mturk","allowed","does not support banning anti-democratic speeches"
"1728",2402518,"mturk","allowed","does not support banning anti-democratic speeches"
"1729",2402521,"mturk","forbidden","does not support banning anti-democratic speeches"
"1730",2402522,"mturk","allowed","does not support banning anti-democratic speeches"
"1731",2402525,"mturk","forbidden","does not support banning anti-democratic speeches"
"1732",2402529,"mturk","allowed","does not support banning anti-democratic speeches"
"1733",2402531,"mturk","allowed","does not support banning anti-democratic speeches"
"1734",2402532,"mturk","forbidden","does not support banning anti-democratic speeches"
"1735",2402533,"mturk","forbidden","does not support banning anti-democratic speeches"
"1736",2402534,"mturk","allowed","support banning anti-democratic speeches"
"1737",2402535,"mturk","forbidden","does not support banning anti-democratic speeches"
"1738",2402537,"mturk","allowed","support banning anti-democratic speeches"
"1739",2402539,"mturk","forbidden","support banning anti-democratic speeches"
"1740",2402540,"mturk","allowed","support banning anti-democratic speeches"
"1741",2402542,"mturk","allowed","does not support banning anti-democratic speeches"
"1742",2402543,"mturk","forbidden","does not support banning anti-democratic speeches"
"1743",2402544,"mturk","forbidden","does not support banning anti-democratic speeches"
"1744",2402545,"mturk","forbidden","support banning anti-democratic speeches"
"1745",2402547,"mturk","forbidden","does not support banning anti-democratic speeches"
"1746",2402548,"mturk","allowed","does not support banning anti-democratic speeches"
"1747",2402549,"mturk","allowed","support banning anti-democratic speeches"
"1748",2402551,"mturk","forbidden","does not support banning anti-democratic speeches"
"1749",2402552,"mturk","allowed","does not support banning anti-democratic speeches"
"1750",2402553,"mturk","allowed","does not support banning anti-democratic speeches"
"1751",2402554,"mturk","forbidden","support banning anti-democratic speeches"
"1752",2402555,"mturk","allowed","does not support banning anti-democratic speeches"
"1753",2402557,"mturk","forbidden","does not support banning anti-democratic speeches"
"1754",2402559,"mturk","forbidden","does not support banning anti-democratic speeches"
"1755",2402563,"mturk","allowed","does not support banning anti-democratic speeches"
"1756",2402565,"mturk","forbidden","does not support banning anti-democratic speeches"
"1757",2402566,"mturk","forbidden","does not support banning anti-democratic speeches"
"1758",2402567,"mturk","forbidden","does not support banning anti-democratic speeches"
"1759",2402571,"mturk","allowed","does not support banning anti-democratic speeches"
"1760",2402573,"mturk","allowed","does not support banning anti-democratic speeches"
"1761",2402576,"mturk","forbidden","does not support banning anti-democratic speeches"
"1762",2402577,"mturk","allowed","does not support banning anti-democratic speeches"
"1763",2402579,"mturk","allowed","does not support banning anti-democratic speeches"
"1764",2402583,"mturk","allowed","support banning anti-democratic speeches"
"1765",2402584,"mturk","allowed","support banning anti-democratic speeches"
"1766",2402585,"mturk","allowed","support banning anti-democratic speeches"
"1767",2402596,"mturk","forbidden","does not support banning anti-democratic speeches"
"1768",2402605,"mturk","forbidden","does not support banning anti-democratic speeches"
"1769",2402622,"mturk","forbidden","support banning anti-democratic speeches"
"1770",2402630,"mturk","forbidden","does not support banning anti-democratic speeches"
"1771",2402643,"mturk","forbidden","does not support banning anti-democratic speeches"
"1772",2402675,"mturk","allowed","does not support banning anti-democratic speeches"
"1773",2402681,"mturk","allowed","does not support banning anti-democratic speeches"
"1774",2402683,"mturk","forbidden","support banning anti-democratic speeches"
"1775",2402710,"mturk","allowed","support banning anti-democratic speeches"
"1776",2407351,"mturk","allowed","does not support banning anti-democratic speeches"
"1777",2407352,"mturk","allowed","does not support banning anti-democratic speeches"
"1778",2407355,"mturk","forbidden","does not support banning anti-democratic speeches"
"1779",2407356,"mturk","allowed","does not support banning anti-democratic speeches"
"1780",2407357,"mturk","allowed","support banning anti-democratic speeches"
"1781",2407358,"mturk","allowed","does not support banning anti-democratic speeches"
"1782",2407360,"mturk","forbidden","does not support banning anti-democratic speeches"
"1783",2407371,"mturk","allowed","does not support banning anti-democratic speeches"
"1784",2407389,"mturk","allowed","does not support banning anti-democratic speeches"
"1785",2407441,"mturk","forbidden","does not support banning anti-democratic speeches"
"1786",2407451,"mturk","forbidden","does not support banning anti-democratic speeches"
"1787",2407454,"mturk","allowed","does not support banning anti-democratic speeches"
"1788",2407455,"mturk","forbidden","does not support banning anti-democratic speeches"
"1789",2407456,"mturk","forbidden","does not support banning anti-democratic speeches"
"1790",2407459,"mturk","forbidden","does not support banning anti-democratic speeches"
"1791",2407462,"mturk","allowed","does not support banning anti-democratic speeches"
"1792",2407465,"mturk","allowed","support banning anti-democratic speeches"
"1793",2407469,"mturk","forbidden","does not support banning anti-democratic speeches"
"1794",2407470,"mturk","allowed","does not support banning anti-democratic speeches"
"1795",2407473,"mturk","allowed","does not support banning anti-democratic speeches"
"1796",2407475,"mturk","forbidden","does not support banning anti-democratic speeches"
"1797",2407477,"mturk","forbidden","does not support banning anti-democratic speeches"
"1798",2407485,"mturk","forbidden","does not support banning anti-democratic speeches"
"1799",2407489,"mturk","allowed","support banning anti-democratic speeches"
"1800",2407498,"mturk","forbidden","does not support banning anti-democratic speeches"
"1801",2407512,"mturk","allowed","support banning anti-democratic speeches"
"1802",2407514,"mturk","allowed","does not support banning anti-democratic speeches"
"1803",2407518,"mturk","forbidden","does not support banning anti-democratic speeches"
"1804",2407550,"mturk","forbidden","does not support banning anti-democratic speeches"
"1805",2407556,"mturk","forbidden","does not support banning anti-democratic speeches"
"1806",2407557,"mturk","allowed","does not support banning anti-democratic speeches"
"1807",2407559,"mturk","forbidden","does not support banning anti-democratic speeches"
"1808",2407568,"mturk","allowed","does not support banning anti-democratic speeches"
"1809",2407578,"mturk","forbidden","does not support banning anti-democratic speeches"
"1810",2407580,"mturk","forbidden","does not support banning anti-democratic speeches"
"1811",2407582,"mturk","forbidden","does not support banning anti-democratic speeches"
"1812",2407590,"mturk","forbidden","does not support banning anti-democratic speeches"
"1813",2407591,"mturk","forbidden","does not support banning anti-democratic speeches"
"1814",2407597,"mturk","forbidden","does not support banning anti-democratic speeches"
"1815",2407602,"mturk","forbidden","does not support banning anti-democratic speeches"
"1816",2407606,"mturk","allowed","does not support banning anti-democratic speeches"
"1817",2407607,"mturk","allowed","does not support banning anti-democratic speeches"
"1818",2407608,"mturk","forbidden","does not support banning anti-democratic speeches"
"1819",2407609,"mturk","forbidden","does not support banning anti-democratic speeches"
"1820",2407610,"mturk","allowed","does not support banning anti-democratic speeches"
