"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"5780",2443384,"uva","forbidden","support banning anti-democratic speeches"
"5781",2443392,"uva","forbidden","does not support banning anti-democratic speeches"
"5782",2443401,"uva","forbidden","does not support banning anti-democratic speeches"
"5783",2443436,"uva","forbidden","does not support banning anti-democratic speeches"
"5784",2443445,"uva","allowed","does not support banning anti-democratic speeches"
"5785",2443449,"uva","allowed","support banning anti-democratic speeches"
"5786",2443485,"uva","forbidden","does not support banning anti-democratic speeches"
"5787",2443494,"uva","forbidden","does not support banning anti-democratic speeches"
"5788",2443583,"uva","allowed","does not support banning anti-democratic speeches"
"5789",2443625,"uva","forbidden","does not support banning anti-democratic speeches"
"5790",2443643,"uva","allowed","does not support banning anti-democratic speeches"
"5791",2443646,"uva","forbidden","does not support banning anti-democratic speeches"
"5792",2443669,"uva","allowed","does not support banning anti-democratic speeches"
"5794",2456539,"uva","forbidden","does not support banning anti-democratic speeches"
"5795",2456541,"uva","forbidden","does not support banning anti-democratic speeches"
"5796",2456550,"uva","forbidden","does not support banning anti-democratic speeches"
"5797",2456616,"uva","forbidden","does not support banning anti-democratic speeches"
"5798",2456620,"uva","allowed","does not support banning anti-democratic speeches"
"5799",2456621,"uva","allowed","does not support banning anti-democratic speeches"
"5800",2456649,"uva","allowed","does not support banning anti-democratic speeches"
"5801",2456690,"uva","forbidden","does not support banning anti-democratic speeches"
"5802",2456696,"uva","allowed","does not support banning anti-democratic speeches"
"5803",2456699,"uva","forbidden","does not support banning anti-democratic speeches"
"5804",2456709,"uva","forbidden","does not support banning anti-democratic speeches"
"5805",2456741,"uva","forbidden","does not support banning anti-democratic speeches"
"5806",2456758,"uva","forbidden","does not support banning anti-democratic speeches"
"5807",2456762,"uva","forbidden","does not support banning anti-democratic speeches"
"5808",2456767,"uva","forbidden","does not support banning anti-democratic speeches"
"5809",2461896,"uva","allowed","does not support banning anti-democratic speeches"
"5810",2461900,"uva","forbidden","does not support banning anti-democratic speeches"
"5811",2461901,"uva","forbidden","support banning anti-democratic speeches"
"5812",2461905,"uva","allowed","does not support banning anti-democratic speeches"
"5813",2461947,"uva","forbidden","does not support banning anti-democratic speeches"
"5814",2461950,"uva","allowed","does not support banning anti-democratic speeches"
"5815",2461952,"uva","allowed","support banning anti-democratic speeches"
"5816",2461953,"uva","allowed","does not support banning anti-democratic speeches"
"5817",2462040,"uva","forbidden","does not support banning anti-democratic speeches"
"5818",2462051,"uva","forbidden","does not support banning anti-democratic speeches"
"5819",2462060,"uva","allowed","does not support banning anti-democratic speeches"
"5820",2462122,"uva","forbidden","does not support banning anti-democratic speeches"
"5821",2493673,"uva","forbidden","does not support banning anti-democratic speeches"
"5822",2493676,"uva","allowed","does not support banning anti-democratic speeches"
"5823",2493677,"uva","forbidden","does not support banning anti-democratic speeches"
"5824",2493724,"uva","forbidden","does not support banning anti-democratic speeches"
"5825",2493743,"uva","allowed","does not support banning anti-democratic speeches"
"5826",2493783,"uva","forbidden","does not support banning anti-democratic speeches"
"5827",2493784,"uva","forbidden","does not support banning anti-democratic speeches"
"5828",2493797,"uva","allowed","does not support banning anti-democratic speeches"
"5829",2493804,"uva","allowed","support banning anti-democratic speeches"
"5830",2493811,"uva","forbidden","does not support banning anti-democratic speeches"
"5831",2493823,"uva","forbidden","does not support banning anti-democratic speeches"
"5832",2493824,"uva","allowed","does not support banning anti-democratic speeches"
"5833",2493825,"uva","allowed","does not support banning anti-democratic speeches"
"5834",2495929,"uva","forbidden","does not support banning anti-democratic speeches"
"5835",2495938,"uva","allowed","does not support banning anti-democratic speeches"
"5836",2495940,"uva","allowed","support banning anti-democratic speeches"
"5837",2495995,"uva","allowed","does not support banning anti-democratic speeches"
"5838",2495998,"uva","allowed","does not support banning anti-democratic speeches"
"5839",2496022,"uva","allowed","support banning anti-democratic speeches"
"5840",2496027,"uva","forbidden","does not support banning anti-democratic speeches"
"5841",2497527,"uva","forbidden","does not support banning anti-democratic speeches"
"5842",2497532,"uva","allowed","does not support banning anti-democratic speeches"
"5843",2497560,"uva","allowed","support banning anti-democratic speeches"
"5844",2497563,"uva","forbidden","does not support banning anti-democratic speeches"
"5845",2497591,"uva","forbidden","does not support banning anti-democratic speeches"
"5846",2497596,"uva","allowed","support banning anti-democratic speeches"
"5847",2497602,"uva","forbidden","does not support banning anti-democratic speeches"
"5848",2497609,"uva","forbidden","support banning anti-democratic speeches"
"5849",2497629,"uva","forbidden","does not support banning anti-democratic speeches"
"5850",2497633,"uva","allowed","does not support banning anti-democratic speeches"
"5851",2497655,"uva","allowed","support banning anti-democratic speeches"
"5852",2497672,"uva","forbidden","support banning anti-democratic speeches"
"5853",2503816,"uva","forbidden","does not support banning anti-democratic speeches"
"5854",2503817,"uva","forbidden","does not support banning anti-democratic speeches"
"5855",2503820,"uva","allowed","does not support banning anti-democratic speeches"
"5856",2503821,"uva","forbidden","does not support banning anti-democratic speeches"
"5857",2503900,"uva","forbidden","does not support banning anti-democratic speeches"
"5858",2503903,"uva","allowed","does not support banning anti-democratic speeches"
"5859",2503904,"uva","allowed","does not support banning anti-democratic speeches"
"5860",2503907,"uva","allowed","does not support banning anti-democratic speeches"
