"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"1071",2478783,"lse","allowed","does not support banning anti-democratic speeches"
"1072",2478785,"lse","forbidden","does not support banning anti-democratic speeches"
"1073",2478786,"lse","allowed","does not support banning anti-democratic speeches"
"1074",2478787,"lse","allowed","does not support banning anti-democratic speeches"
"1075",2478789,"lse","forbidden","support banning anti-democratic speeches"
"1076",2478790,"lse","allowed","does not support banning anti-democratic speeches"
"1077",2478791,"lse","forbidden","support banning anti-democratic speeches"
"1078",2478792,"lse","allowed","does not support banning anti-democratic speeches"
"1079",2478793,"lse","allowed","does not support banning anti-democratic speeches"
"1080",2478795,"lse","allowed","does not support banning anti-democratic speeches"
"1081",2478796,"lse","forbidden","does not support banning anti-democratic speeches"
"1082",2478858,"lse","allowed","does not support banning anti-democratic speeches"
"1083",2478859,"lse","allowed","does not support banning anti-democratic speeches"
"1084",2478860,"lse","forbidden","does not support banning anti-democratic speeches"
"1085",2478862,"lse","forbidden","does not support banning anti-democratic speeches"
"1086",2478867,"lse","forbidden","does not support banning anti-democratic speeches"
"1087",2478868,"lse","allowed","support banning anti-democratic speeches"
"1088",2478871,"lse","allowed","support banning anti-democratic speeches"
"1089",2478872,"lse","allowed","does not support banning anti-democratic speeches"
"1090",2478873,"lse","allowed","does not support banning anti-democratic speeches"
"1091",2478875,"lse","forbidden","support banning anti-democratic speeches"
"1092",2478876,"lse","forbidden","does not support banning anti-democratic speeches"
"1093",2478877,"lse","forbidden","does not support banning anti-democratic speeches"
"1094",2478891,"lse","allowed","does not support banning anti-democratic speeches"
"1095",2478893,"lse","forbidden","support banning anti-democratic speeches"
"1096",2478894,"lse","allowed","does not support banning anti-democratic speeches"
"1097",2478895,"lse","forbidden","does not support banning anti-democratic speeches"
"1098",2478896,"lse","forbidden","does not support banning anti-democratic speeches"
"1099",2478898,"lse","forbidden","does not support banning anti-democratic speeches"
"1100",2478899,"lse","allowed","support banning anti-democratic speeches"
"1101",2478900,"lse","forbidden","support banning anti-democratic speeches"
"1102",2478901,"lse","forbidden","does not support banning anti-democratic speeches"
"1103",2478904,"lse","forbidden","does not support banning anti-democratic speeches"
"1104",2478905,"lse","allowed","does not support banning anti-democratic speeches"
"1105",2478912,"lse","allowed","does not support banning anti-democratic speeches"
"1106",2478913,"lse","forbidden","does not support banning anti-democratic speeches"
"1107",2478914,"lse","forbidden","does not support banning anti-democratic speeches"
"1108",2478915,"lse","forbidden","does not support banning anti-democratic speeches"
"1109",2478916,"lse","allowed","support banning anti-democratic speeches"
"1110",2478917,"lse","forbidden","does not support banning anti-democratic speeches"
"1111",2478918,"lse","forbidden","does not support banning anti-democratic speeches"
"1112",2478941,"lse","forbidden","does not support banning anti-democratic speeches"
"1113",2478942,"lse","allowed","does not support banning anti-democratic speeches"
"1114",2478948,"lse","allowed","does not support banning anti-democratic speeches"
"1115",2478950,"lse","forbidden","does not support banning anti-democratic speeches"
"1116",2478951,"lse","forbidden","support banning anti-democratic speeches"
"1117",2478953,"lse","allowed","does not support banning anti-democratic speeches"
