"","session_id","referrer","allowedforbiddenGroup","allowedforbidden"
"5429",2489735,"tilburg","allowed","support banning anti-democratic speeches"
"5430",2489737,"tilburg","allowed","does not support banning anti-democratic speeches"
"5431",2489745,"tilburg","allowed","does not support banning anti-democratic speeches"
"5432",2489754,"tilburg","allowed","support banning anti-democratic speeches"
"5433",2489757,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5434",2489759,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5435",2489763,"tilburg","allowed","does not support banning anti-democratic speeches"
"5436",2489764,"tilburg","allowed","support banning anti-democratic speeches"
"5437",2489765,"tilburg","allowed","support banning anti-democratic speeches"
"5438",2489766,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5439",2489777,"tilburg","allowed","does not support banning anti-democratic speeches"
"5440",2489790,"tilburg","allowed","does not support banning anti-democratic speeches"
"5441",2489797,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5442",2489800,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5443",2489804,"tilburg","allowed","does not support banning anti-democratic speeches"
"5444",2489805,"tilburg","forbidden","support banning anti-democratic speeches"
"5445",2489813,"tilburg","allowed","does not support banning anti-democratic speeches"
"5446",2489815,"tilburg","forbidden","support banning anti-democratic speeches"
"5447",2489819,"tilburg","allowed","does not support banning anti-democratic speeches"
"5448",2489821,"tilburg","allowed","support banning anti-democratic speeches"
"5449",2489838,"tilburg","allowed","does not support banning anti-democratic speeches"
"5450",2489840,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5451",2489841,"tilburg","allowed","support banning anti-democratic speeches"
"5452",2489842,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5453",2489843,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5454",2489845,"tilburg","allowed","does not support banning anti-democratic speeches"
"5455",2489846,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5457",2491621,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5458",2491639,"tilburg","allowed","does not support banning anti-democratic speeches"
"5459",2491640,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5460",2491659,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5461",2491660,"tilburg","allowed","does not support banning anti-democratic speeches"
"5462",2491661,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5463",2491663,"tilburg","allowed","does not support banning anti-democratic speeches"
"5464",2491675,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5465",2491681,"tilburg","allowed","does not support banning anti-democratic speeches"
"5466",2491682,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5467",2491691,"tilburg","allowed","does not support banning anti-democratic speeches"
"5468",2491692,"tilburg","allowed","support banning anti-democratic speeches"
"5469",2491693,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5470",2491695,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5471",2491697,"tilburg","allowed","does not support banning anti-democratic speeches"
"5472",2491699,"tilburg","allowed","support banning anti-democratic speeches"
"5473",2491701,"tilburg","allowed","support banning anti-democratic speeches"
"5474",2493370,"tilburg","allowed","does not support banning anti-democratic speeches"
"5475",2493371,"tilburg","allowed","does not support banning anti-democratic speeches"
"5476",2493372,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5477",2493374,"tilburg","allowed","does not support banning anti-democratic speeches"
"5478",2493375,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5479",2493403,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5480",2493583,"tilburg","allowed","does not support banning anti-democratic speeches"
"5481",2493618,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5482",2493623,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5483",2493627,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5484",2493630,"tilburg","allowed","does not support banning anti-democratic speeches"
"5485",2493632,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5486",2493634,"tilburg","allowed","support banning anti-democratic speeches"
"5487",2493639,"tilburg","allowed","does not support banning anti-democratic speeches"
"5488",2493643,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5489",2495318,"tilburg","allowed","does not support banning anti-democratic speeches"
"5490",2495320,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5491",2495321,"tilburg","allowed","support banning anti-democratic speeches"
"5492",2495322,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5493",2495352,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5494",2495425,"tilburg","allowed","does not support banning anti-democratic speeches"
"5495",2495427,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5496",2495429,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5497",2495430,"tilburg","forbidden","support banning anti-democratic speeches"
"5498",2495431,"tilburg","allowed","support banning anti-democratic speeches"
"5499",2495433,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5500",2495435,"tilburg","forbidden","support banning anti-democratic speeches"
"5501",2495438,"tilburg","allowed","support banning anti-democratic speeches"
"5502",2495440,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5503",2495458,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5504",2495460,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5505",2495590,"tilburg","allowed","support banning anti-democratic speeches"
"5506",2497280,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5507",2497308,"tilburg","forbidden","does not support banning anti-democratic speeches"
"5508",2497333,"tilburg","forbidden","support banning anti-democratic speeches"
